,Unnamed: 0,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,Ligand,Pose
89,89,-401.33,4.0,2.0,474.936,227.762,248.239,0.65,81.661,-7.259,0.0,-790.364,153.905,-240.392,1.404,16.743,36.374,82.452,478.844,-31.92,-50.839,-26.249,-26.202,-15.257,13.008,-24.904,0.329,-8.47,26.759,371.973,89.344,282.629,3.307,0.142,S3I2,9
90,90,-403.978,6.0,3.0,353.641,150.674,202.967,-1.0,55.864,-3.51,0.0,-787.367,154.433,-233.161,1.38,16.933,28.858,86.688,471.27,-36.232,-50.702,-22.19,-25.696,-17.021,12.874,-25.046,0.317,-9.499,26.759,372.309,176.599,195.862,3.1,0.323,A0G0,1
91,91,-405.857,6.0,3.0,355.316,147.6,207.716,-1.0,54.053,-3.247,0.0,-787.686,156.848,-234.465,1.374,16.787,28.384,86.053,475.944,-35.258,-51.024,-25.793,-26.373,-17.321,11.28,-25.305,0.303,-9.689,26.759,369.32,203.161,166.31,3.099,0.227,A0G0,1
92,92,-401.945,8.0,2.0,445.236,190.526,254.862,-1.0,57.635,-3.818,0.0,-786.7,151.734,-237.071,1.386,16.78,27.981,85.979,476.88,-32.414,-49.058,-26.199,-25.549,-16.305,13.572,-25.359,0.297,-7.996,26.759,331.833,194.639,137.194,2.84,0.498,A0G0,1
93,93,-410.57,7.0,4.0,560.58,301.23,259.35,-1.0,57.846,-5.624,0.0,-795.291,159.52,-239.361,1.39,16.951,28.699,80.312,482.911,-36.081,-50.551,-24.405,-25.584,-15.582,12.964,-24.765,0.276,-9.219,26.759,266.438,131.258,135.332,0.049,0.439,A0G0,1
94,94,-400.471,7.0,4.0,386.639,155.027,231.612,-1.0,60.953,-3.629,0.0,-793.171,157.243,-237.261,1.388,17.154,27.931,92.252,477.376,-32.671,-49.9,-27.822,-25.84,-15.709,13.621,-24.9,0.328,-10.677,26.759,349.801,181.682,168.271,3.116,0.31,A0G0,1
95,95,-403.947,6.0,3.0,348.966,150.164,198.803,-1.0,54.659,-3.292,0.0,-788.901,156.975,-231.54,1.379,17.074,28.722,85.488,474.949,-37.055,-50.732,-22.876,-25.96,-18.308,12.31,-25.349,0.312,-10.387,26.759,390.089,195.472,194.769,3.1,0.093,A0G0,1
96,96,-414.448,7.0,4.0,528.538,295.447,233.09,-1.0,61.146,-5.212,0.0,-796.352,154.485,-235.87,1.381,16.8,28.679,81.386,480.496,-34.646,-50.739,-24.041,-25.619,-16.195,12.83,-25.265,0.316,-9.264,26.759,270.022,138.789,131.385,0.081,0.331,A0G0,1
97,97,-411.575,7.0,4.0,544.195,298.112,246.082,-1.0,57.846,-5.321,0.0,-795.41,155.503,-235.619,1.378,16.657,28.744,80.611,481.07,-36.609,-50.255,-21.427,-25.617,-15.373,13.304,-25.401,0.27,-10.661,26.759,259.551,124.085,135.618,0.044,0.457,A0G0,1
98,98,-405.752,5.0,2.0,358.908,150.039,209.021,-1.0,44.189,-0.698,0.0,-790.534,158.263,-238.428,1.392,17.155,28.638,85.384,475.026,-31.971,-49.983,-26.525,-25.788,-16.943,13.296,-24.977,0.261,-9.989,26.759,372.575,206.264,166.31,2.704,0.509,A0G0,1
99,99,-409.767,7.0,3.0,534.879,264.096,270.783,-1.0,60.014,-5.847,0.0,-795.111,154.41,-234.671,1.39,17.166,28.705,84.868,475.853,-33.421,-50.27,-23.483,-26.019,-16.701,13.508,-25.04,0.263,-8.44,26.759,275.866,166.203,109.815,0.031,0.435,A0G0,1
100,100,-403.683,7.0,3.0,438.277,189.607,248.67,-1.0,56.825,-5.609,0.0,-786.676,154.866,-237.78,1.372,16.453,27.615,90.395,473.879,-33.267,-49.851,-28.788,-25.749,-13.683,12.747,-25.165,0.293,-10.457,26.759,331.719,182.663,149.208,3.108,0.244,A0G0,3
101,101,-415.086,7.0,2.0,513.991,277.494,236.496,-1.0,41.202,-4.456,0.0,-787.568,156.279,-235.594,1.367,16.322,27.239,82.741,470.719,-32.776,-51.284,-28.26,-25.987,-15.524,12.28,-24.645,0.308,-8.004,26.759,289.01,149.238,139.924,0.295,0.248,A0G0,3
102,102,-418.532,7.0,5.0,535.637,276.939,258.699,-1.0,69.876,-6.646,0.0,-793.731,151.779,-234.712,1.363,15.821,28.094,80.905,482.703,-31.923,-50.973,-31.461,-26.305,-16.268,11.783,-25.143,0.306,-7.78,26.759,236.994,121.622,115.524,0.083,0.168,A0G0,3
103,103,-407.836,7.0,6.0,445.986,183.452,262.535,-1.0,71.902,-7.056,0.0,-788.663,150.506,-234.718,1.376,16.498,28.08,87.774,475.822,-32.189,-51.585,-26.85,-25.936,-16.193,12.203,-26.074,0.323,-8.521,26.759,285.329,153.755,131.725,3.179,0.372,A0G0,3
104,104,-406.304,7.0,4.0,450.164,191.661,258.503,-1.0,68.519,-6.611,0.0,-785.93,152.96,-233.809,1.368,16.362,27.77,91.166,471.863,-31.095,-50.004,-28.805,-25.95,-16.265,11.99,-26.804,0.303,-11.573,26.759,299.033,154.47,144.715,3.086,0.301,A0G0,3
105,105,-407.674,7.0,5.0,439.547,179.875,259.672,-1.0,70.711,-7.535,0.0,-796.15,153.402,-235.075,1.384,16.902,28.724,88.362,481.131,-34.799,-49.822,-29.26,-26.083,-16.372,12.732,-24.622,0.272,-8.402,26.759,313.817,171.637,142.332,3.072,0.172,A0G0,3
106,106,-418.331,7.0,5.0,542.192,338.824,203.52,-1.0,69.502,-7.16,0.0,-792.456,149.05,-234.236,1.375,16.234,28.694,83.063,478.349,-33.332,-51.274,-27.847,-26.096,-15.766,11.8,-25.529,0.306,-7.869,26.759,249.444,105.894,143.702,0.147,0.297,A0G0,3
107,107,-408.814,7.0,5.0,438.7,182.184,256.516,-1.0,70.391,-7.064,0.0,-789.107,149.252,-235.184,1.369,16.024,28.063,85.882,479.224,-34.005,-51.006,-27.54,-26.032,-15.715,12.887,-25.768,0.31,-7.545,26.759,301.997,171.384,130.765,3.09,0.229,A0G0,3
108,108,-403.298,7.0,4.0,462.346,197.294,265.051,-1.0,68.501,-6.458,0.0,-790.878,150.666,-234.011,1.38,16.732,28.154,90.737,475.877,-30.517,-50.009,-27.157,-26.119,-15.741,12.429,-25.67,0.291,-9.752,26.759,299.04,156.264,142.928,3.085,0.447,A0G0,3
109,109,-417.053,7.0,5.0,555.579,308.888,246.69,-1.0,71.2,-8.68,0.0,-792.001,150.28,-233.584,1.391,16.633,28.652,81.069,476.772,-34.218,-51.475,-23.083,-25.987,-16.897,12.048,-26.057,0.31,-8.147,26.759,238.197,115.975,122.375,0.092,0.39,A0G0,3
110,110,-399.922,6.0,3.0,419.115,189.354,229.76,-1.0,39.767,-4.193,0.0,-793.449,153.108,-236.534,1.388,16.997,28.089,94.179,475.627,-31.843,-50.61,-24.973,-26.11,-15.153,13.784,-25.036,0.313,-10.046,26.759,358.78,212.095,146.837,3.123,0.466,A0G0,4
111,111,-409.052,6.0,4.0,427.443,191.401,236.042,-1.0,45.644,-7.414,0.0,-790.953,156.066,-238.244,1.371,16.629,27.751,89.383,473.074,-33.07,-51.552,-27.441,-26.681,-15.139,13.431,-25.107,0.317,-9.115,26.759,355.464,203.069,152.546,3.182,0.284,A0G0,4
112,112,-410.013,7.0,4.0,430.435,226.002,204.433,-1.0,45.819,-8.572,0.0,-791.022,155.149,-233.532,1.374,16.677,28.001,88.373,472.413,-33.04,-51.623,-28.207,-26.465,-16.419,11.917,-24.739,0.327,-9.295,26.759,350.513,198.978,151.838,3.085,0.253,A0G0,4
113,113,-411.421,7.0,4.0,465.303,258.537,206.765,-1.0,49.386,-5.948,0.0,-787.942,154.325,-236.309,1.375,16.398,27.905,85.319,472.717,-36.02,-51.347,-26.629,-26.337,-14.702,12.792,-24.477,0.321,-8.58,26.759,312.602,152.574,160.179,2.729,0.282,A0G0,4
114,114,-402.913,7.0,4.0,435.831,204.217,231.614,-1.0,47.09,-7.164,0.0,-788.548,159.573,-235.337,1.353,15.984,27.021,87.313,474.373,-31.055,-50.496,-26.695,-26.743,-18.163,11.997,-24.375,0.293,-9.392,26.759,346.181,203.529,142.804,3.053,0.17,A0G0,4
115,115,-414.448,4.0,3.0,497.658,272.173,225.484,-1.0,39.161,-4.345,0.0,-788.565,154.672,-234.58,1.376,16.466,28.084,82.672,472.207,-35.805,-51.353,-24.813,-26.359,-15.116,12.233,-24.287,0.305,-8.879,26.759,318.534,171.228,147.458,0.282,0.253,A0G0,4
116,116,-411.563,4.0,2.0,450.924,232.812,218.111,-1.0,39.456,-3.949,0.0,-790.347,156.096,-229.85,1.362,16.374,27.387,82.646,471.582,-30.839,-50.533,-25.584,-26.832,-16.83,12.366,-24.87,0.301,-11.044,26.759,354.161,193.36,160.954,0.081,0.212,A0G0,4
117,117,-406.744,6.0,4.0,413.317,189.099,224.218,-1.0,46.577,-7.002,0.0,-784.489,152.894,-235.274,1.358,16.194,26.725,90.757,469.053,-30.881,-50.163,-29.082,-26.616,-14.773,11.832,-25.682,0.306,-9.068,26.759,376.775,219.118,157.809,3.113,0.295,A0G0,4
118,118,-414.681,5.0,1.0,456.194,280.934,175.261,-1.0,25.185,-3.127,0.0,-788.409,154.535,-233.113,1.37,16.248,27.411,84.265,467.087,-31.437,-51.392,-26.611,-26.627,-15.886,12.657,-24.876,0.313,-7.583,26.759,327.406,148.216,179.342,0.357,0.251,A0G0,4
119,119,-408.581,5.0,2.0,505.127,278.53,226.596,-1.0,30.197,-3.936,0.0,-787.414,154.49,-232.022,1.386,17.363,27.67,84.692,468.868,-31.17,-50.036,-25.3,-26.528,-15.697,12.484,-24.699,0.295,-9.912,26.759,300.999,157.715,143.437,0.013,0.176,A0G0,4
120,120,-417.301,5.0,1.0,461.235,237.498,223.737,-1.0,12.837,-8.225,0.0,-789.37,150.404,-239.193,1.373,16.588,27.546,82.946,476.099,-33.65,-50.32,-24.499,-26.217,-14.352,12.306,-25.574,0.313,-8.939,26.759,328.157,192.762,135.394,0.041,0.436,A0G0,5
121,121,-414.816,6.0,1.0,459.33,231.095,228.235,-1.0,12.708,-8.069,0.0,-791.91,151.368,-237.819,1.363,16.011,26.947,84.765,479.272,-30.462,-49.77,-29.956,-26.4,-14.178,12.197,-25.094,0.328,-8.603,26.759,339.247,202.711,136.536,0.012,0.354,A0G0,5
122,122,-417.738,5.0,2.0,459.472,211.79,247.834,-1.0,20.411,-9.296,0.0,-788.333,150.926,-238.744,1.363,16.151,27.025,82.564,476.406,-28.548,-51.174,-30.148,-26.115,-13.661,12.123,-26.152,0.318,-8.767,26.759,324.784,202.36,122.424,0.013,0.254,A0G0,5
123,123,-415.123,7.0,1.0,459.55,224.851,234.851,-1.0,20.51,-8.258,0.0,-788.177,151.316,-241.337,1.381,16.64,27.658,83.775,477.158,-34.0,-50.734,-27.657,-26.313,-13.272,13.626,-25.035,0.321,-7.495,26.759,322.375,194.249,128.126,0.051,0.214,A0G0,5
124,124,-413.77,5.0,1.0,457.552,229.298,228.254,-1.0,13.597,-8.362,0.0,-791.575,149.171,-234.229,1.376,16.81,27.859,81.955,475.298,-31.679,-50.335,-25.035,-25.939,-16.048,12.97,-25.399,0.296,-6.393,26.759,330.692,196.303,134.389,0.016,0.353,A0G0,5
125,125,-419.758,5.0,3.0,456.759,226.4,230.511,-1.0,25.688,-8.869,0.0,-793.226,152.158,-236.402,1.359,16.056,27.38,79.995,482.545,-33.365,-52.473,-28.606,-26.22,-15.065,11.782,-25.327,0.313,-7.683,26.759,331.132,189.532,141.6,0.078,0.182,A0G0,5
126,126,-420.218,5.0,1.0,454.442,232.641,221.8,-1.0,14.249,-8.353,0.0,-790.117,149.574,-234.706,1.367,16.12,28.058,81.306,476.054,-32.762,-51.895,-23.973,-26.659,-16.614,11.418,-25.451,0.305,-9.476,26.759,324.086,188.245,135.841,0.086,0.388,A0G0,5
127,127,-416.248,5.0,1.0,466.371,234.431,231.94,-1.0,13.008,-7.381,0.0,-792.817,153.355,-237.719,1.371,16.341,27.493,84.468,476.304,-29.613,-50.994,-29.112,-26.341,-14.133,12.711,-25.709,0.355,-9.393,26.759,327.715,196.864,130.852,0.019,0.407,A0G0,5
128,128,-415.7,5.0,3.0,466.099,233.318,232.934,-1.0,25.612,-8.997,0.0,-802.641,158.346,-239.4,1.37,16.56,28.014,82.235,486.943,-34.216,-50.853,-28.259,-26.2,-14.832,13.38,-25.407,0.315,-8.12,26.759,331.5,190.509,140.992,0.07,0.236,A0G0,5
129,129,-417.869,5.0,1.0,477.195,252.277,225.07,-1.0,15.199,-8.093,0.0,-789.367,150.33,-234.044,1.367,16.168,28.347,79.15,476.174,-32.177,-51.836,-22.217,-25.839,-17.371,10.57,-25.373,0.299,-9.187,26.759,319.449,182.354,137.094,0.049,0.329,A0G0,5
130,130,-417.057,5.0,2.0,399.984,158.699,241.438,-1.0,22.893,-9.731,0.0,-792.224,156.523,-240.988,1.374,16.572,28.209,83.949,476.152,-33.142,-52.952,-27.244,-27.022,-13.056,13.585,-24.725,0.295,-9.433,26.759,358.851,201.008,157.843,0.094,0.215,A0G0,6
131,131,-420.755,4.0,1.0,382.61,209.509,173.253,-1.0,25.494,-7.614,0.0,-793.039,153.478,-237.534,1.381,16.704,28.058,82.336,473.478,-35.191,-51.45,-25.337,-26.161,-14.604,13.333,-24.871,0.309,-8.669,26.759,379.699,171.993,207.707,0.045,0.22,A0G0,6
132,132,-417.291,3.0,1.0,353.18,126.529,226.651,-1.0,14.333,-6.91,0.0,-784.35,151.279,-231.662,1.365,16.311,27.64,80.281,469.377,-29.751,-53.213,-28.568,-25.903,-15.938,11.944,-25.214,0.291,-8.143,26.759,395.395,232.677,162.87,0.009,0.196,A0G0,6
133,133,-419.019,5.0,2.0,516.059,314.212,202.0,-1.0,54.647,-9.132,0.0,-792.866,151.936,-236.609,1.367,15.989,28.152,80.568,477.128,-35.206,-52.902,-23.181,-25.572,-14.941,12.878,-25.512,0.302,-8.136,26.759,280.475,104.862,175.613,0.454,0.374,A0G0,6
134,134,-418.656,5.0,2.0,406.277,170.798,235.631,-1.0,22.887,-9.761,0.0,-787.896,151.647,-240.595,1.376,16.292,28.053,82.172,475.275,-34.049,-53.549,-24.575,-26.53,-13.847,12.068,-24.572,0.251,-7.413,26.759,353.388,199.471,153.917,0.092,0.385,A0G0,6
135,135,-417.682,3.0,1.0,337.034,177.934,159.252,-1.0,29.636,-7.712,0.0,-778.731,152.839,-236.457,1.361,16.258,27.35,79.941,463.976,-34.181,-52.885,-22.758,-26.287,-14.926,13.408,-25.308,0.303,-8.769,26.759,410.746,198.124,212.622,0.062,0.364,A0G0,6
136,136,-420.226,5.0,2.0,454.278,247.829,206.601,-1.0,43.459,-7.641,0.0,-784.118,151.096,-234.488,1.36,15.987,27.331,78.271,472.463,-32.663,-52.595,-25.345,-26.064,-16.725,11.105,-25.144,0.286,-8.238,26.759,335.722,145.399,190.324,0.092,0.402,A0G0,6
137,137,-408.841,6.0,1.0,473.558,226.359,247.352,-1.0,25.367,-6.782,0.0,-790.186,154.661,-237.512,1.372,16.618,26.948,89.476,472.589,-30.975,-50.224,-26.238,-26.361,-16.645,12.821,-25.629,0.276,-9.712,26.759,342.808,168.045,174.763,2.747,0.373,A0G0,6
138,138,-411.207,4.0,1.0,443.602,212.583,231.171,-1.0,22.39,-6.647,0.0,-786.435,154.149,-234.781,1.373,16.583,27.398,84.591,469.976,-32.643,-52.33,-25.126,-26.524,-14.559,13.935,-25.124,0.289,-9.118,26.759,342.016,181.874,160.142,0.068,0.311,A0G0,6
139,139,-413.431,4.0,1.0,445.563,211.255,234.46,-1.0,22.194,-6.692,0.0,-786.225,152.274,-236.918,1.375,16.366,27.442,84.322,470.923,-30.983,-53.009,-25.257,-26.066,-14.685,12.36,-24.772,0.277,-8.149,26.759,340.231,186.134,154.098,0.063,0.473,A0G0,6
140,140,-409.122,6.0,0.0,449.434,222.834,226.6,-1.0,24.806,-5.578,0.0,-787.38,151.39,-239.827,1.377,16.648,27.328,86.553,472.527,-30.946,-50.54,-22.854,-26.135,-17.393,12.44,-24.924,0.271,-7.6,26.759,316.45,179.173,137.43,2.671,0.511,A0G0,8
141,141,-409.43,5.0,1.0,317.832,181.667,136.166,-1.0,28.219,-4.036,0.0,-778.952,150.324,-237.173,1.375,16.555,27.358,84.988,467.847,-32.095,-50.851,-26.925,-26.456,-14.582,12.649,-25.337,0.31,-8.1,26.759,409.178,204.316,205.014,2.691,0.185,A0G0,8
142,142,-399.318,5.0,1.0,395.255,266.391,129.016,-1.0,25.322,-5.948,0.0,-792.408,157.948,-238.441,1.381,17.265,26.925,93.275,468.782,-28.249,-49.826,-24.508,-26.553,-17.274,14.901,-24.066,0.292,-8.909,26.759,315.843,100.97,214.873,3.071,0.314,A0G0,8
143,143,-410.501,6.0,1.0,445.642,235.725,209.917,-1.0,50.042,-7.198,0.0,-798.511,157.047,-237.34,1.373,16.471,27.478,87.17,481.729,-30.767,-51.243,-27.403,-26.567,-19.084,12.106,-24.345,0.283,-8.693,26.759,315.683,154.662,161.172,2.751,0.284,A0G0,8
144,144,-408.029,6.0,1.0,441.117,269.809,171.308,-1.0,42.903,-5.581,0.0,-790.781,152.56,-234.241,1.361,16.083,27.277,86.114,473.726,-28.82,-51.214,-25.431,-26.413,-17.918,13.129,-25.187,0.327,-8.088,26.759,328.507,132.884,195.775,2.702,0.025,A0G0,8
145,145,-411.686,4.0,0.0,391.269,244.932,146.336,-1.0,32.435,-6.989,0.0,-786.769,151.862,-240.121,1.366,16.501,26.864,88.861,472.084,-30.085,-50.722,-27.646,-26.358,-17.179,12.091,-25.105,0.308,-7.9,26.759,314.981,107.349,207.632,3.098,0.403,A0G0,8
146,146,-415.118,5.0,1.0,428.979,258.542,170.437,-1.0,34.393,-6.142,0.0,-786.341,152.016,-236.792,1.37,16.155,27.712,83.427,471.39,-32.899,-51.969,-24.548,-26.796,-17.335,11.537,-24.842,0.271,-7.14,26.759,327.655,141.068,186.739,2.729,0.179,A0G0,8
147,147,-416.408,5.0,2.0,453.602,275.007,178.595,-1.0,41.973,-6.872,0.0,-789.117,151.648,-231.843,1.39,16.955,28.651,81.152,471.798,-33.756,-51.313,-23.261,-26.257,-17.733,12.659,-25.07,0.298,-9.796,26.759,328.046,126.64,201.558,0.075,0.353,A0G0,8
148,148,-409.817,5.0,0.0,436.234,239.321,196.914,-1.0,30.319,-5.51,0.0,-787.225,150.592,-239.971,1.38,16.753,27.39,88.321,471.328,-31.933,-50.997,-23.694,-26.23,-15.03,13.24,-25.123,0.315,-8.906,26.759,317.047,163.622,153.577,2.71,0.503,A0G0,8
149,149,-413.857,7.0,1.0,531.369,327.107,204.263,-1.0,33.96,-5.168,0.0,-788.896,157.564,-233.813,1.359,16.307,27.547,80.758,472.421,-31.222,-51.454,-26.155,-26.843,-16.635,12.108,-25.053,0.31,-9.119,26.759,283.867,115.32,168.698,0.061,0.137,A0G0,8
150,150,-420.063,5.0,1.0,499.596,321.584,178.012,-1.0,52.047,-9.73,0.0,-785.559,149.199,-232.598,1.361,15.986,27.979,80.294,467.47,-33.033,-51.991,-22.525,-26.7,-16.406,11.969,-24.976,0.309,-8.461,26.759,335.674,124.248,211.425,0.647,0.21,A0G0,9
151,151,-405.311,4.0,1.0,333.149,180.186,153.115,-1.0,16.977,-5.534,0.0,-786.859,156.713,-236.555,1.371,16.73,27.787,90.867,465.814,-31.042,-49.827,-27.354,-26.499,-14.833,12.452,-24.911,0.283,-9.54,26.759,417.912,212.484,205.58,3.079,0.253,A0G0,9
152,152,-408.717,3.0,1.0,277.757,170.506,107.402,-1.0,19.827,-5.985,0.0,-792.078,156.026,-235.076,1.369,16.481,27.834,90.046,469.473,-32.214,-50.167,-26.538,-26.66,-15.817,12.542,-24.408,0.32,-9.784,26.759,448.419,221.495,227.076,3.023,0.153,A0G0,9
153,153,-418.597,5.0,2.0,473.219,292.799,180.421,-1.0,62.181,-10.546,0.0,-788.909,152.526,-239.243,1.365,16.323,27.053,83.216,470.818,-33.287,-50.382,-22.898,-26.354,-16.769,11.743,-24.878,0.257,-7.382,26.759,330.742,131.604,199.138,0.884,0.561,A0G0,9
154,154,-414.401,5.0,3.0,506.89,296.739,210.151,-1.0,63.521,-7.891,0.0,-794.407,156.271,-237.04,1.387,17.325,27.818,87.049,473.338,-30.553,-49.82,-29.86,-26.361,-15.164,13.804,-24.877,0.316,-10.776,26.759,288.27,115.556,172.715,0.09,0.299,A0G0,9
155,155,-407.578,5.0,3.0,426.037,197.299,228.738,-1.0,31.672,-6.904,0.0,-789.609,157.852,-240.285,1.38,16.606,28.792,90.255,468.828,-34.093,-50.826,-26.255,-26.731,-13.9,14.05,-24.886,0.311,-9.21,26.759,368.8,213.74,155.364,3.102,0.281,A0G0,9
156,156,-408.052,4.0,1.0,312.72,184.448,128.424,-1.0,16.377,-5.939,0.0,-780.309,152.949,-231.242,1.361,16.188,27.724,86.202,461.744,-34.643,-52.246,-22.438,-25.956,-16.429,12.873,-24.594,0.313,-9.768,26.759,429.99,213.976,216.166,3.091,0.369,A0G0,9
157,157,-418.377,5.0,1.0,484.165,312.451,171.866,-1.0,46.025,-8.753,0.0,-795.863,155.588,-237.285,1.36,15.952,28.137,85.144,469.537,-32.96,-51.208,-23.143,-26.761,-14.954,13.742,-24.913,0.319,-8.715,26.759,320.183,127.534,192.649,0.643,0.246,A0G0,9
158,158,-418.598,5.0,1.0,508.567,326.474,182.093,-1.0,50.859,-10.041,0.0,-793.939,152.681,-234.291,1.36,15.892,27.821,83.023,469.969,-31.351,-51.217,-24.452,-26.595,-15.929,12.506,-24.739,0.313,-7.596,26.759,321.173,142.024,179.149,1.016,0.171,A0G0,9
159,159,-409.701,4.0,1.0,322.549,178.653,144.047,-1.0,16.596,-5.888,0.0,-787.785,157.162,-235.157,1.372,16.504,28.45,87.008,467.018,-34.177,-51.11,-24.472,-26.643,-16.123,13.059,-24.678,0.309,-10.498,26.759,421.048,211.202,209.998,3.1,0.202,A0G0,9
160,160,-413.609,4.0,0.0,389.91,113.563,276.348,0.295,60.236,-10.271,0.0,-782.379,153.105,-238.271,1.414,16.387,30.605,79.915,476.517,-34.606,-50.852,-27.24,-26.87,-16.524,12.559,-25.64,0.302,-9.09,26.759,485.653,148.813,338.057,0.096,0.205,I2S6,1
161,161,-412.656,4.0,1.0,379.519,127.467,252.051,0.44,59.972,-9.555,0.0,-780.813,148.52,-238.247,1.419,16.275,30.774,81.932,469.14,-33.659,-51.085,-23.716,-26.455,-15.649,14.054,-25.187,0.301,-7.426,26.759,523.205,180.0,344.421,0.231,0.178,I2S6,1
162,162,-414.083,3.0,3.0,461.941,143.564,318.377,0.625,78.894,-10.158,0.0,-786.522,154.49,-241.782,1.433,16.834,31.082,80.543,476.394,-35.682,-51.652,-24.946,-26.475,-14.801,12.862,-24.934,0.305,-9.008,26.759,476.037,136.264,340.229,0.804,0.215,I2S6,1
163,163,-413.154,3.0,1.0,329.933,110.447,221.006,0.508,45.349,-5.157,0.0,-782.884,154.89,-237.826,1.422,16.556,30.356,80.469,471.997,-32.339,-51.062,-27.714,-26.897,-16.213,11.526,-24.77,0.305,-8.135,26.759,539.315,174.969,364.346,0.189,0.218,I2S6,1
164,164,-410.197,5.0,2.0,477.993,157.93,320.064,0.583,92.899,-8.325,0.0,-789.441,149.218,-238.779,1.423,16.539,31.108,82.427,480.67,-36.281,-50.469,-20.978,-26.301,-15.382,13.0,-25.093,0.346,-9.981,26.759,445.966,134.651,311.924,0.669,0.349,I2S6,1
165,165,-414.455,4.0,0.0,380.72,131.264,249.455,0.403,60.943,-9.19,0.0,-782.456,150.494,-242.355,1.415,16.664,29.934,83.33,472.071,-33.048,-50.424,-27.767,-26.77,-13.188,13.409,-24.853,0.284,-8.565,26.759,519.916,172.955,348.025,0.309,0.304,I2S6,1
166,166,-414.864,3.0,1.0,317.352,100.995,217.421,0.698,50.164,-7.44,0.0,-781.001,147.478,-237.465,1.413,16.368,30.085,81.489,470.445,-32.244,-50.602,-24.233,-26.243,-16.991,11.432,-24.332,0.277,-8.053,26.759,531.714,169.661,362.053,0.046,0.507,I2S6,1
167,167,-411.818,5.0,0.0,392.586,133.345,259.24,0.467,62.045,-9.013,0.0,-783.094,152.071,-245.31,1.423,16.711,30.086,83.925,474.273,-34.192,-50.601,-24.459,-26.167,-15.127,13.219,-24.511,0.304,-8.027,26.759,505.636,164.063,342.485,0.429,0.471,I2S6,1
168,168,-410.605,4.0,0.0,395.511,130.443,265.068,0.224,41.426,-6.205,0.0,-788.0,154.943,-237.958,1.431,16.943,30.994,81.974,472.98,-34.558,-51.251,-25.104,-26.474,-14.432,13.048,-24.705,0.319,-7.848,26.759,511.409,156.203,356.726,0.178,0.158,I2S6,1
169,169,-410.851,2.0,0.0,340.686,124.021,218.186,0.477,36.648,-5.558,0.0,-781.176,154.744,-236.282,1.427,16.744,30.78,81.062,464.815,-31.741,-51.444,-25.208,-26.572,-15.437,14.248,-25.144,0.292,-9.223,26.759,538.739,158.052,380.687,0.22,0.284,I2S6,1
170,170,-405.593,4.0,1.0,334.324,131.958,202.366,0.353,50.984,-6.49,0.0,-784.593,152.998,-232.447,1.469,18.835,32.089,81.457,472.684,-32.622,-51.659,-28.618,-26.708,-15.731,11.882,-24.681,0.301,-8.932,26.759,513.391,151.378,363.229,1.736,0.19,I2S6,1
171,171,-411.888,3.0,0.0,324.637,116.838,207.799,0.391,53.419,-6.066,0.0,-778.139,151.495,-235.826,1.426,16.677,30.66,79.732,468.534,-32.313,-51.939,-25.033,-26.542,-15.391,11.224,-25.59,0.327,-8.484,26.759,527.067,161.654,366.173,0.214,0.32,I2S6,1
172,172,-410.349,2.0,0.0,367.702,102.696,265.005,0.483,49.586,-6.833,0.0,-779.744,149.347,-239.512,1.432,17.056,30.391,84.557,469.135,-30.631,-49.841,-25.29,-26.18,-14.466,11.173,-25.127,0.295,-10.246,26.759,529.972,165.94,364.945,0.158,0.385,I2S6,1
173,173,-410.621,4.0,0.0,411.715,119.557,292.158,0.318,61.237,-8.821,0.0,-781.798,152.103,-238.485,1.422,16.492,30.82,80.675,475.606,-34.787,-51.203,-23.885,-26.575,-16.431,11.706,-24.942,0.304,-8.599,26.759,474.301,141.461,333.904,0.17,0.028,I2S6,1
174,174,-411.45,4.0,2.0,536.152,175.393,361.824,0.502,96.445,-13.857,0.0,-790.771,156.618,-247.609,1.426,16.315,30.466,85.514,481.17,-31.009,-49.376,-27.72,-26.126,-15.517,12.796,-25.153,0.321,-10.215,26.759,399.362,151.249,248.113,0.257,0.406,I2S6,2
175,175,-421.7,5.0,1.0,564.717,179.865,385.764,0.499,95.647,-12.038,0.0,-789.439,149.265,-241.985,1.425,16.547,31.024,79.648,484.305,-35.651,-51.117,-27.235,-26.801,-16.803,11.33,-25.127,0.318,-8.755,26.759,395.263,155.478,239.785,0.535,0.058,I2S6,2
176,176,-416.942,5.0,1.0,505.259,165.536,341.244,0.564,88.913,-13.605,0.0,-789.573,153.194,-246.027,1.429,16.758,31.113,79.732,482.835,-33.2,-51.456,-27.139,-26.48,-14.647,13.262,-25.103,0.317,-9.641,26.759,396.529,142.024,254.505,0.639,0.285,I2S6,2
