,Unnamed: 0,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,Ligand,Pose
0,0,-403.359,5.0,0.0,456.687,244.315,212.373,0.408,68.454,-7.136,0.0,-794.709,156.185,-238.127,1.44,17.841,37.538,83.885,477.309,-34.099,-50.842,-24.733,-26.806,-17.916,13.799,-24.839,0.354,-9.246,26.759,404.038,100.556,305.155,2.599,0.251,S3I2,1
1,1,-405.298,6.0,0.0,423.384,252.627,171.516,0.349,51.615,-7.493,0.0,-783.024,149.99,-239.768,1.43,17.547,36.157,83.414,469.746,-33.095,-50.84,-26.038,-25.949,-14.921,12.966,-25.132,0.354,-8.163,26.759,429.567,72.887,356.984,2.779,0.489,S3I2,1
2,2,-403.986,3.0,0.0,396.891,208.696,188.194,0.45,38.582,-5.194,0.0,-786.411,154.117,-236.226,1.43,18.003,36.422,82.238,472.043,-30.985,-50.454,-26.906,-26.616,-18.031,12.393,-25.198,0.313,-8.778,26.759,424.915,113.688,312.9,1.664,0.239,S3I2,1
3,3,-405.209,5.0,1.0,433.497,208.969,224.528,0.598,53.638,-6.001,0.0,-788.594,152.145,-237.55,1.424,17.135,36.864,82.025,472.32,-33.171,-51.277,-23.792,-26.492,-15.829,13.754,-24.85,0.327,-8.205,26.759,419.759,105.619,315.357,1.594,0.204,S3I2,1
4,4,-400.464,5.0,0.0,455.485,242.949,212.536,0.406,61.243,-7.138,0.0,-791.112,157.402,-233.726,1.425,17.714,37.424,81.195,473.99,-34.061,-50.425,-24.484,-26.053,-17.637,12.543,-24.89,0.256,-10.121,26.759,395.065,62.093,334.644,2.882,0.456,S3I2,1
5,5,-406.577,5.0,3.0,491.187,252.115,239.072,0.435,78.71,-9.951,0.0,-789.439,155.826,-246.753,1.455,18.184,36.78,85.889,477.759,-32.995,-49.562,-29.293,-26.526,-13.176,12.013,-24.74,0.321,-10.707,26.759,374.543,78.478,297.13,1.367,0.262,S3I2,1
6,6,-404.161,3.0,0.0,379.901,202.855,177.046,0.429,35.606,-5.06,0.0,-782.13,150.277,-232.827,1.426,17.682,36.957,80.419,469.747,-31.69,-51.135,-25.575,-26.681,-16.279,12.194,-25.268,0.318,-10.174,26.759,444.14,122.128,323.077,1.624,0.197,S3I2,1
7,7,-400.886,5.0,0.0,455.281,252.074,203.208,0.372,60.417,-6.595,0.0,-783.991,152.518,-237.934,1.43,17.686,36.075,84.808,468.893,-30.062,-50.127,-27.769,-26.721,-14.497,12.441,-25.374,0.309,-7.737,26.759,374.126,76.39,298.8,2.039,0.365,S3I2,1
8,8,-393.447,3.0,1.0,451.715,227.984,224.187,0.475,59.801,-6.057,0.0,-786.456,153.78,-238.52,1.426,17.778,36.538,88.417,474.469,-28.715,-50.838,-25.936,-25.896,-17.216,11.415,-25.277,0.284,-7.633,26.759,393.507,100.878,293.389,1.712,0.461,S3I2,1
9,9,-405.732,3.0,0.0,362.534,190.554,171.98,0.522,35.376,-5.044,0.0,-785.041,153.746,-233.814,1.43,17.69,37.034,80.929,470.028,-33.106,-50.696,-26.731,-26.79,-16.03,11.842,-25.096,0.291,-9.993,26.759,458.664,126.226,333.502,1.587,0.23,S3I2,1
10,10,-409.637,8.0,5.0,572.456,235.387,338.741,0.589,98.934,-16.919,0.0,-800.484,159.22,-248.165,1.456,18.119,37.543,83.341,483.462,-36.125,-50.664,-26.162,-26.713,-13.72,15.046,-25.138,0.317,-10.625,26.759,310.472,106.121,204.351,2.641,0.254,S3I2,2
11,11,-409.744,7.0,5.0,571.488,237.584,335.12,0.623,101.087,-18.76,0.0,-793.173,152.416,-241.512,1.446,17.701,36.97,82.893,478.805,-35.765,-50.712,-23.024,-26.439,-16.27,11.105,-24.947,0.343,-8.947,26.759,337.009,111.894,225.115,2.321,0.288,S3I2,2
12,12,-394.158,6.0,1.0,493.968,207.271,286.697,0.276,54.984,-4.429,0.0,-796.741,154.066,-237.744,1.444,18.028,37.209,88.886,484.223,-34.529,-50.436,-25.803,-26.136,-16.411,13.569,-24.339,0.299,-8.434,26.759,382.846,145.807,238.407,1.712,0.218,S3I2,2
13,13,-409.269,8.0,5.0,572.257,242.428,331.045,0.659,104.528,-18.739,0.0,-790.513,153.864,-246.013,1.43,17.278,36.434,82.8,480.775,-34.63,-49.644,-27.555,-25.79,-13.462,11.311,-25.466,0.271,-9.572,26.759,324.691,105.695,218.996,2.207,0.245,S3I2,2
14,14,-392.698,5.0,1.0,397.339,129.373,267.966,0.493,43.714,-4.502,0.0,-792.571,154.963,-233.897,1.434,17.937,37.578,88.329,475.929,-31.236,-50.272,-26.994,-26.328,-15.95,13.185,-24.778,0.295,-8.941,26.759,429.304,175.15,255.522,1.662,0.197,S3I2,2
15,15,-410.275,8.0,5.0,563.867,241.196,323.888,0.651,107.508,-18.932,0.0,-790.289,151.916,-245.786,1.426,17.253,35.987,82.443,481.269,-33.749,-49.955,-28.54,-25.677,-12.723,11.045,-25.899,0.273,-8.413,26.759,322.252,101.878,220.374,2.146,0.239,S3I2,2
16,16,-403.727,6.0,2.0,485.892,152.296,334.813,0.567,70.793,-9.045,0.0,-784.882,150.552,-241.121,1.451,17.831,36.248,83.11,474.371,-33.902,-51.32,-22.892,-25.925,-15.094,12.759,-25.341,0.303,-8.267,26.759,405.343,179.074,226.269,1.159,0.472,S3I2,2
17,17,-413.029,8.0,5.0,560.554,237.864,323.906,0.648,106.303,-19.072,0.0,-790.971,150.385,-245.492,1.429,17.23,36.149,83.61,481.265,-32.944,-49.86,-29.206,-25.701,-13.25,10.828,-26.061,0.302,-9.977,26.759,331.506,108.538,222.968,2.153,0.325,S3I2,2
18,18,-413.45,7.0,5.0,573.502,236.538,338.181,0.635,103.655,-18.725,0.0,-795.079,154.123,-242.386,1.426,17.063,36.344,80.369,483.285,-34.927,-51.369,-29.29,-25.785,-14.883,11.773,-24.913,0.296,-8.851,26.759,321.433,110.306,211.127,2.316,0.281,S3I2,2
19,19,-413.351,8.0,5.0,593.827,245.105,350.395,0.596,103.31,-17.652,0.0,-799.026,155.902,-246.951,1.444,17.215,36.989,81.112,485.414,-37.523,-51.099,-23.924,-26.232,-14.934,11.79,-24.571,0.308,-8.98,26.759,296.81,109.587,187.223,2.732,0.224,S3I2,2
20,20,-409.276,7.0,3.0,560.535,233.186,328.261,0.55,104.368,-16.784,0.0,-792.915,150.481,-249.331,1.421,16.891,37.188,82.511,482.736,-32.983,-50.868,-22.79,-25.792,-15.831,12.306,-24.939,0.352,-7.737,26.759,317.974,103.533,214.441,2.911,0.355,S3I2,3
21,21,-405.857,8.0,2.0,503.675,160.365,344.83,0.503,98.619,-13.33,0.0,-788.908,154.459,-252.354,1.444,18.309,36.809,82.112,484.802,-36.455,-50.497,-30.468,-26.039,-11.602,14.704,-25.244,0.287,-7.282,26.759,394.051,157.223,236.828,3.003,0.302,S3I2,3
22,22,-409.58,7.0,2.0,366.945,134.435,232.967,0.428,61.575,-9.787,0.0,-787.031,151.667,-242.317,1.423,16.848,36.251,80.264,477.288,-35.822,-52.127,-24.405,-26.434,-15.828,13.318,-24.722,0.305,-7.924,26.759,446.267,161.653,284.614,2.593,0.313,S3I2,3
23,23,-406.848,6.0,4.0,573.499,218.282,356.129,0.629,109.56,-11.822,0.0,-785.091,148.207,-241.031,1.42,17.3,36.343,80.075,477.681,-30.338,-50.858,-27.809,-26.568,-14.333,12.285,-25.454,0.323,-8.847,26.759,316.336,105.121,211.214,2.797,0.29,S3I2,3
24,24,-400.411,5.0,2.0,524.078,204.322,320.668,0.397,83.917,-13.068,0.0,-794.891,154.464,-241.803,1.41,16.869,36.501,83.769,481.545,-34.249,-48.195,-23.849,-25.956,-16.742,13.346,-25.224,0.289,-7.441,26.759,350.492,129.56,220.932,2.817,0.169,S3I2,3
25,25,-412.205,6.0,2.0,385.94,142.284,243.656,0.514,67.735,-10.081,0.0,-781.933,151.532,-248.229,1.424,17.001,36.068,82.749,473.4,-33.761,-50.165,-26.508,-26.317,-15.51,12.79,-24.829,0.322,-9.132,26.759,452.158,160.557,291.602,1.56,0.575,S3I2,3
26,26,-405.194,8.0,3.0,596.908,241.074,357.507,0.64,114.415,-14.61,0.0,-798.822,158.9,-246.289,1.424,17.684,37.012,82.538,490.001,-34.91,-50.224,-24.919,-26.457,-17.509,11.874,-24.952,0.288,-10.713,26.759,312.144,120.241,191.902,2.911,0.209,S3I2,3
27,27,-392.785,7.0,1.0,424.586,194.109,230.477,0.535,57.326,-2.883,0.0,-790.702,152.659,-236.759,1.428,17.493,37.866,87.68,478.397,-32.957,-51.163,-23.565,-26.539,-14.796,13.234,-25.083,0.333,-8.996,26.759,448.857,189.165,261.517,1.696,0.23,S3I2,3
28,28,-393.239,6.0,2.0,517.369,184.693,333.589,0.617,102.508,-11.543,0.0,-790.184,150.751,-249.104,1.588,28.447,38.284,83.858,482.941,-31.566,-50.816,-24.765,-25.638,-14.529,11.152,-25.351,0.34,-8.689,26.759,346.718,141.833,204.885,2.779,0.501,S3I2,3
29,29,-404.071,6.0,3.0,598.559,239.676,360.555,0.556,113.333,-14.783,0.0,-796.046,156.067,-246.662,1.425,17.672,35.792,84.491,482.81,-30.392,-49.551,-26.158,-26.384,-16.607,12.918,-24.903,0.29,-8.538,26.759,318.286,124.311,193.975,2.738,0.207,S3I2,3
30,30,-410.07,4.0,3.0,575.435,185.191,391.46,0.506,98.404,-18.048,0.0,-791.511,155.835,-248.353,1.421,17.413,36.447,81.909,485.399,-33.219,-50.937,-29.267,-26.193,-16.079,10.831,-24.718,0.316,-9.816,26.759,313.326,122.366,190.959,3.523,0.17,S3I2,4
31,31,-398.516,2.0,1.0,460.837,183.653,278.248,0.558,84.758,-15.031,0.0,-800.149,152.995,-245.043,1.435,17.829,37.723,89.431,491.455,-33.796,-49.577,-25.597,-26.425,-18.347,13.325,-24.855,0.404,-7.996,26.759,348.244,123.7,224.544,1.623,0.292,S3I2,4
32,32,-407.989,3.0,1.0,496.728,159.179,337.548,0.557,86.912,-13.95,0.0,-789.924,153.505,-247.799,1.426,17.385,36.024,83.756,481.079,-32.655,-50.295,-27.607,-26.167,-15.778,13.07,-25.445,0.324,-7.119,26.759,383.439,186.47,198.642,1.163,0.311,S3I2,4
33,33,-410.547,4.0,3.0,606.128,205.309,402.187,0.532,100.444,-17.066,0.0,-794.595,156.78,-251.486,1.442,18.204,36.878,82.534,484.988,-33.955,-50.637,-28.004,-26.252,-15.467,13.349,-25.75,0.315,-9.357,26.759,313.169,135.999,177.17,3.484,0.222,S3I2,4
34,34,-408.249,4.0,2.0,474.926,139.073,335.853,0.516,76.208,-14.782,0.0,-788.512,151.351,-247.795,1.442,18.165,36.454,83.62,480.986,-35.19,-50.619,-28.885,-25.44,-13.851,14.024,-25.086,0.338,-8.367,26.759,383.778,194.138,191.617,2.15,0.208,S3I2,4
35,35,-406.231,3.0,2.0,471.41,132.21,341.176,0.417,80.532,-12.692,0.0,-784.908,152.035,-245.425,1.432,17.736,36.266,80.978,478.799,-32.284,-50.449,-28.47,-25.484,-13.727,12.462,-25.508,0.326,-10.075,26.759,368.59,168.695,199.895,3.019,0.29,S3I2,4
36,36,-409.874,5.0,1.0,502.283,159.478,342.805,0.59,87.995,-12.957,0.0,-797.104,153.297,-246.634,1.416,16.974,36.853,82.754,486.764,-32.757,-50.61,-28.067,-26.024,-16.416,13.999,-24.568,0.336,-8.227,26.759,383.062,184.467,200.268,1.164,0.217,S3I2,4
37,37,-397.217,3.0,3.0,496.996,130.532,366.463,0.652,93.574,-12.777,0.0,-798.923,158.974,-244.761,1.543,21.195,37.471,83.201,488.914,-32.786,-49.793,-27.668,-26.13,-17.409,14.355,-25.227,0.32,-9.431,26.759,358.195,173.727,184.468,1.967,0.212,S3I2,4
38,38,-404.609,3.0,1.0,495.903,164.513,331.39,0.541,86.174,-13.98,0.0,-791.301,150.771,-245.446,1.442,17.991,36.855,83.605,481.349,-33.09,-51.243,-23.329,-25.749,-16.128,13.195,-25.251,0.321,-7.037,26.759,385.001,188.007,198.667,1.217,0.46,S3I2,4
39,39,-392.809,1.0,1.0,451.517,172.125,281.369,0.502,75.575,-13.485,0.0,-790.339,155.79,-245.101,1.417,17.738,35.675,89.488,479.079,-28.31,-50.609,-27.743,-26.256,-15.816,14.141,-25.133,0.306,-5.99,26.759,367.444,132.412,235.031,1.815,0.278,S3I2,4
40,40,-412.006,4.0,3.0,573.297,226.039,348.626,0.536,96.441,-17.315,0.0,-791.146,151.897,-249.147,1.428,17.168,35.878,84.623,481.869,-32.373,-50.711,-28.914,-26.508,-15.581,12.31,-25.624,0.308,-8.118,26.759,320.236,123.803,196.433,3.525,0.351,S3I2,5
41,41,-408.317,4.0,1.0,548.226,197.807,351.939,0.453,90.728,-9.071,0.0,-792.558,151.705,-245.112,1.435,17.418,37.044,81.786,483.894,-34.199,-51.946,-24.568,-26.643,-16.499,13.241,-25.155,0.306,-8.221,26.759,321.126,136.075,185.051,2.836,0.16,S3I2,5
42,42,-406.125,3.0,1.0,441.492,128.037,313.456,0.407,69.912,-9.074,0.0,-788.792,152.433,-245.157,1.444,17.674,36.928,81.631,479.97,-33.043,-51.276,-26.889,-26.434,-15.069,13.914,-24.877,0.327,-7.266,26.759,419.368,199.326,221.714,1.361,0.237,S3I2,5
43,43,-414.696,4.0,3.0,559.35,216.997,343.873,0.53,95.577,-17.405,0.0,-786.926,150.708,-247.024,1.44,17.26,36.916,79.854,482.396,-37.245,-52.076,-23.832,-26.472,-16.477,11.667,-24.983,0.318,-10.54,26.759,324.615,126.52,198.096,3.52,0.04,S3I2,5
44,44,-404.783,3.0,0.0,528.336,252.217,277.639,0.613,87.121,-12.285,0.0,-787.723,149.981,-243.561,1.421,17.387,36.738,84.264,484.94,-33.463,-51.49,-27.758,-26.184,-16.936,12.277,-25.635,0.305,-8.087,26.759,334.82,100.099,234.721,1.742,0.241,S3I2,5
45,45,-414.92,4.0,2.0,572.451,232.015,341.956,0.545,98.936,-16.566,0.0,-790.531,151.532,-248.336,1.423,16.806,36.753,80.251,483.881,-36.299,-51.872,-26.063,-26.235,-16.233,12.961,-25.198,0.296,-8.444,26.759,319.154,128.468,190.686,3.437,0.192,S3I2,5
46,46,-406.599,4.0,3.0,563.574,213.532,351.562,0.53,94.025,-17.553,0.0,-793.045,155.026,-251.09,1.433,17.454,35.967,85.149,484.618,-33.357,-50.198,-29.574,-26.069,-14.464,12.94,-25.137,0.294,-7.018,26.759,318.527,129.827,188.7,3.48,0.233,S3I2,5
47,47,-403.02,3.0,1.0,419.311,113.454,305.858,0.224,45.341,-7.182,0.0,-784.303,152.511,-240.371,1.447,17.371,37.229,82.24,471.673,-32.781,-51.024,-24.499,-26.438,-16.083,13.96,-24.797,0.326,-7.986,26.759,438.249,206.479,233.443,1.572,0.172,S3I2,5
48,48,-409.943,4.0,2.0,557.995,210.612,348.904,0.543,97.372,-15.922,0.0,-794.268,154.627,-249.699,1.422,17.169,36.147,83.811,484.208,-32.045,-50.344,-28.743,-26.138,-16.207,11.95,-25.379,0.284,-7.16,26.759,316.358,127.211,189.147,3.428,0.237,S3I2,5
49,49,-414.128,4.0,3.0,569.826,224.271,347.075,0.478,90.699,-16.782,0.0,-794.719,149.774,-251.692,1.437,17.145,36.688,82.688,487.164,-35.77,-51.149,-26.617,-26.275,-14.383,13.154,-24.899,0.307,-7.464,26.759,320.738,125.521,195.216,3.508,0.217,S3I2,5
50,50,-404.821,4.0,1.0,412.835,166.318,246.517,0.4,55.501,-9.088,0.0,-785.459,153.178,-241.807,1.431,17.629,36.75,83.588,472.65,-34.583,-49.751,-24.558,-26.149,-14.153,12.725,-25.106,0.291,-11.172,26.759,415.099,161.696,253.859,2.394,0.522,S3I2,6
51,51,-403.148,7.0,1.0,535.625,244.628,290.997,0.289,70.094,-7.718,0.0,-787.305,155.077,-241.18,1.427,17.548,36.693,81.372,475.068,-31.518,-50.799,-21.969,-26.169,-17.669,12.756,-25.122,0.31,-11.601,26.759,352.257,110.151,243.93,2.896,0.277,S3I2,6
52,52,-399.008,7.0,1.0,499.578,247.68,251.899,0.465,66.105,-7.12,0.0,-786.617,152.659,-242.936,1.439,17.976,36.469,84.211,476.444,-33.035,-50.546,-24.722,-26.116,-14.562,12.389,-24.667,0.292,-7.789,26.759,358.002,115.702,243.972,2.844,0.499,S3I2,6
53,53,-406.277,4.0,1.0,424.662,167.625,257.037,0.403,55.794,-8.669,0.0,-782.895,150.645,-242.46,1.426,17.451,36.189,82.993,471.884,-33.878,-51.252,-24.362,-26.24,-14.358,12.491,-25.084,0.297,-8.764,26.759,408.919,155.516,253.859,2.434,0.449,S3I2,6
54,54,-404.924,6.0,1.0,511.921,237.032,274.889,0.54,80.819,-10.818,0.0,-789.514,155.227,-240.26,1.425,17.553,36.72,80.301,479.853,-35.335,-51.614,-27.485,-25.976,-14.733,12.755,-25.26,0.305,-8.668,26.759,340.747,117.548,224.263,2.809,0.215,S3I2,6
55,55,-400.981,5.0,0.0,438.363,201.083,237.281,0.266,40.989,-4.598,0.0,-783.072,152.427,-232.962,1.429,17.862,36.582,81.495,467.275,-31.875,-50.334,-23.198,-25.546,-17.493,11.169,-25.327,0.262,-9.657,26.759,414.895,119.582,296.529,2.769,0.454,S3I2,6
56,56,-407.862,5.0,1.0,434.029,139.889,294.139,0.48,67.699,-9.733,0.0,-782.251,150.317,-244.458,1.435,17.885,36.395,83.033,473.086,-33.904,-51.355,-25.622,-26.095,-14.36,12.278,-25.373,0.319,-9.272,26.759,446.65,180.674,267.04,2.833,0.487,S3I2,6
57,57,-401.758,5.0,1.0,428.669,137.401,291.268,0.463,66.737,-9.751,0.0,-787.397,152.804,-242.408,1.445,18.473,36.607,85.89,476.776,-33.263,-50.064,-25.812,-26.193,-15.972,13.466,-24.677,0.322,-11.624,26.759,439.655,178.545,262.175,2.837,0.273,S3I2,6
58,58,-403.157,8.0,1.0,542.482,253.376,289.106,0.293,70.574,-7.469,0.0,-786.762,151.141,-241.868,1.437,17.856,37.482,81.522,475.676,-32.912,-50.952,-21.555,-26.194,-16.311,12.333,-25.001,0.351,-9.372,26.759,353.759,113.992,241.287,2.901,0.312,S3I2,6
59,59,-406.797,6.0,1.0,418.107,139.478,278.629,0.549,65.351,-9.566,0.0,-788.658,153.98,-242.019,1.432,17.728,36.502,81.494,475.843,-33.113,-51.028,-26.535,-26.526,-15.187,12.186,-24.544,0.325,-8.391,26.759,433.899,185.389,249.118,2.802,0.152,S3I2,6
60,60,-406.865,3.0,1.0,445.072,220.986,224.086,0.546,54.276,-10.048,0.0,-792.653,154.537,-243.015,1.43,17.474,36.962,85.347,475.883,-34.859,-50.488,-27.617,-26.334,-14.371,14.99,-24.449,0.327,-10.073,26.759,400.262,119.371,281.499,2.965,0.318,S3I2,7
61,61,-406.991,3.0,1.0,456.201,157.531,298.67,0.665,80.481,-12.994,0.0,-786.838,151.963,-248.532,1.445,17.526,36.413,83.021,481.226,-33.115,-50.418,-28.536,-26.413,-13.278,12.637,-24.907,0.296,-7.74,26.759,379.007,143.042,237.03,1.303,0.195,S3I2,7
62,62,-398.753,5.0,1.0,412.358,239.231,173.127,0.392,49.451,-6.722,0.0,-790.206,154.761,-235.167,1.434,17.831,36.599,86.828,476.905,-31.402,-51.816,-28.062,-26.556,-17.921,11.521,-24.288,0.291,-8.112,26.759,401.338,121.194,280.903,1.664,0.185,S3I2,7
63,63,-396.161,4.0,1.0,372.831,199.095,173.736,0.275,32.868,-3.484,0.0,-783.873,154.81,-235.048,1.552,21.099,37.833,80.426,468.438,-32.935,-50.563,-24.335,-26.308,-16.162,13.102,-24.985,0.313,-9.374,26.759,490.926,114.636,377.202,2.833,0.255,S3I2,7
64,64,-404.498,3.0,1.0,380.599,192.316,188.282,0.662,52.632,-6.813,0.0,-781.86,149.816,-233.957,1.401,16.484,35.835,82.206,468.696,-34.047,-50.105,-26.072,-26.148,-14.98,11.768,-25.393,0.292,-8.39,26.759,441.969,112.267,331.07,2.868,0.33,S3I2,7
65,65,-403.622,7.0,1.0,476.619,230.826,245.794,0.51,55.451,-7.807,0.0,-789.006,157.223,-234.573,1.434,17.934,37.619,80.159,472.96,-34.273,-50.741,-26.495,-26.123,-16.535,11.921,-24.873,0.316,-10.338,26.759,394.13,105.96,289.082,2.791,0.217,S3I2,7
66,66,-404.811,6.0,1.0,482.284,228.382,253.902,0.349,57.857,-8.394,0.0,-786.983,154.011,-237.883,1.431,17.782,37.278,79.319,474.241,-34.381,-51.48,-25.691,-26.014,-16.329,13.694,-25.422,0.312,-8.595,26.759,382.845,95.286,288.623,2.832,0.307,S3I2,7
67,67,-400.535,6.0,1.0,473.604,246.162,227.442,0.514,63.381,-8.684,0.0,-785.503,151.043,-233.727,1.419,17.365,37.229,83.683,469.682,-34.309,-49.383,-25.735,-26.023,-15.04,13.333,-25.388,0.296,-9.452,26.759,391.057,102.393,289.728,2.77,0.444,S3I2,7
68,68,-404.069,7.0,1.0,483.86,236.776,247.084,0.459,67.436,-9.206,0.0,-789.322,157.538,-236.541,1.438,18.009,37.633,80.578,473.232,-37.481,-51.049,-23.67,-25.861,-15.979,12.423,-24.649,0.316,-10.553,26.759,377.741,99.292,279.513,2.788,0.32,S3I2,7
69,69,-402.67,4.0,1.0,406.476,196.352,210.124,0.238,37.032,-4.704,0.0,-777.506,150.797,-236.326,1.425,17.304,36.191,82.338,464.599,-29.19,-50.556,-27.292,-26.461,-15.881,12.35,-25.93,0.323,-8.805,26.759,442.649,113.351,330.362,2.82,0.371,S3I2,7
70,70,-411.65,7.0,4.0,541.904,270.084,272.732,0.692,102.997,-12.094,0.0,-792.492,152.994,-237.957,1.425,17.197,36.865,80.382,478.178,-34.824,-52.153,-27.78,-26.337,-16.28,12.448,-24.615,0.321,-9.187,26.759,349.446,72.477,276.969,3.133,0.272,S3I2,8
71,71,-406.82,7.0,4.0,545.528,267.099,279.95,0.701,108.954,-13.702,0.0,-795.896,156.145,-239.513,1.44,17.899,36.531,81.956,481.436,-32.611,-51.745,-27.597,-25.719,-16.99,11.745,-24.86,0.3,-8.521,26.759,322.988,68.409,254.579,2.255,0.165,S3I2,8
72,72,-410.085,7.0,4.0,509.279,219.839,290.809,0.653,101.096,-11.458,0.0,-790.567,151.106,-239.254,1.428,17.148,37.251,80.072,477.672,-34.83,-52.054,-24.173,-26.467,-16.581,12.94,-24.72,0.306,-9.086,26.759,337.3,100.456,236.844,2.798,0.167,S3I2,8
73,73,-402.907,7.0,5.0,522.754,251.351,272.924,0.657,98.097,-12.889,0.0,-797.124,155.547,-240.075,1.441,18.204,36.161,86.13,478.505,-28.533,-50.387,-29.66,-26.032,-15.407,12.642,-25.344,0.258,-8.235,26.759,329.286,78.244,251.042,1.951,0.291,S3I2,8
74,74,-412.453,7.0,4.0,554.454,237.194,318.172,0.703,113.288,-13.275,0.0,-786.566,152.945,-244.005,1.423,17.267,36.69,80.403,477.148,-35.669,-52.298,-25.739,-26.106,-15.698,12.504,-25.049,0.315,-10.076,26.759,343.471,92.59,250.881,2.908,0.39,S3I2,8
75,75,-408.718,7.0,4.0,535.814,234.456,302.271,0.725,105.277,-11.139,0.0,-793.079,152.872,-239.311,1.425,17.287,36.558,81.105,481.264,-32.327,-51.453,-29.351,-26.14,-16.069,11.72,-24.891,0.405,-8.459,26.759,341.088,98.845,242.242,2.807,0.16,S3I2,8
76,76,-405.107,7.0,4.0,548.826,259.802,290.545,0.664,96.18,-10.371,0.0,-792.163,154.006,-241.774,1.43,17.575,36.042,85.017,478.729,-31.027,-50.426,-30.448,-26.606,-14.228,12.414,-25.107,0.295,-8.463,26.759,326.162,74.016,252.147,2.62,0.248,S3I2,8
77,77,-408.552,6.0,4.0,564.452,230.882,335.09,0.706,114.903,-13.159,0.0,-789.514,155.163,-246.409,1.45,18.501,37.129,80.114,480.748,-36.001,-51.919,-25.04,-25.722,-16.374,11.569,-23.987,0.312,-8.594,26.759,335.075,99.895,235.18,2.919,0.344,S3I2,8
78,78,-407.577,7.0,4.0,578.387,266.218,313.08,0.706,111.105,-10.871,0.0,-798.526,158.326,-237.612,1.43,17.236,36.449,82.298,481.811,-32.962,-51.971,-29.446,-26.59,-16.677,12.486,-24.713,0.302,-8.403,26.759,308.634,82.551,226.083,2.037,0.188,S3I2,8
79,79,-408.42,7.0,5.0,521.942,226.49,296.972,0.668,103.14,-13.664,0.0,-794.861,154.937,-241.181,1.439,17.811,36.993,81.081,480.058,-34.016,-52.054,-26.03,-25.974,-16.5,13.221,-24.758,0.298,-8.613,26.759,343.503,99.87,243.632,2.805,0.165,S3I2,8
80,80,-402.009,6.0,2.0,460.912,196.189,265.787,0.687,80.038,-8.522,0.0,-792.172,156.216,-241.846,1.428,17.661,37.46,82.0,480.37,-33.96,-49.914,-23.506,-26.268,-16.174,10.561,-24.263,0.269,-9.798,26.759,376.471,111.814,264.657,2.774,0.392,S3I2,9
81,81,-403.784,4.0,2.0,497.153,206.117,292.101,0.63,87.027,-9.702,0.0,-788.739,157.047,-245.166,1.416,17.479,36.413,81.064,480.594,-35.144,-50.334,-26.502,-26.537,-15.771,12.987,-24.943,0.301,-7.7,26.759,367.779,100.565,267.214,2.704,0.288,S3I2,9
82,82,-408.586,6.0,2.0,421.166,226.253,195.977,0.662,73.394,-9.69,0.0,-791.132,151.903,-241.044,1.414,16.675,36.874,78.762,480.257,-34.113,-51.467,-25.655,-26.088,-16.99,11.938,-24.815,0.301,-5.434,26.759,398.18,98.064,300.116,3.035,0.235,S3I2,9
83,83,-402.842,4.0,2.0,476.16,213.097,264.128,0.698,89.486,-6.893,0.0,-797.302,157.402,-245.171,1.426,17.277,37.837,81.965,485.43,-36.596,-50.661,-24.302,-26.403,-14.953,13.58,-25.029,0.339,-7.473,26.759,367.138,85.726,281.412,2.814,0.221,S3I2,9
84,84,-399.213,5.0,2.0,431.566,231.47,201.768,0.661,69.878,-6.896,0.0,-789.429,154.8,-240.537,1.419,17.124,36.175,84.689,476.085,-32.049,-49.56,-28.463,-25.781,-14.035,13.799,-25.571,0.38,-8.487,26.759,405.984,97.267,308.717,3.126,0.342,S3I2,9
85,85,-410.247,5.0,2.0,441.82,246.43,196.454,0.586,70.969,-9.971,0.0,-786.121,152.556,-241.732,1.419,17.114,36.645,80.669,472.715,-36.497,-52.931,-24.518,-25.725,-14.33,13.061,-25.11,0.314,-8.058,26.759,420.078,122.556,297.522,3.259,0.263,S3I2,9
86,86,-404.419,4.0,2.0,496.613,209.168,288.509,0.62,85.02,-9.774,0.0,-787.456,154.37,-243.33,1.404,16.671,35.715,81.84,478.479,-32.015,-50.748,-28.087,-26.368,-15.581,13.366,-25.145,0.358,-7.529,26.759,379.312,100.42,278.893,2.701,0.177,S3I2,9
87,87,-409.911,5.0,2.0,439.856,245.663,195.258,0.627,70.734,-9.956,0.0,-789.02,150.022,-238.678,1.406,16.88,36.527,81.006,478.001,-35.73,-52.686,-25.838,-26.035,-15.305,12.346,-25.395,0.336,-7.923,26.759,414.958,122.301,292.657,3.272,0.145,S3I2,9
88,88,-405.051,7.0,2.0,434.884,249.109,186.84,0.728,70.523,-8.364,0.0,-789.403,149.993,-239.887,1.427,17.279,36.848,80.998,477.164,-35.133,-51.455,-21.937,-25.888,-14.975,12.742,-25.293,0.336,-8.401,26.759,388.727,77.739,310.988,3.385,0.389,S3I2,9
