,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,description,Ligand,Pose,Run
185,-406.231,3.0,2.0,471.41,132.21,341.176,0.417,80.532,-12.692,0.0,-784.908,152.035,-245.425,1.432,17.736,36.266,80.978,478.799,-32.284,-50.449,-28.47,-25.484,-13.727,12.462,-25.508,0.326,-10.075,26.759,368.59,168.695,199.895,3.019,0.29,rel_S3I2_out_4_complex_0006,S3I2,4,0006
186,-409.874,5.0,1.0,502.283,159.478,342.805,0.59,87.995,-12.957,0.0,-797.104,153.297,-246.634,1.416,16.974,36.853,82.754,486.764,-32.757,-50.61,-28.067,-26.024,-16.416,13.999,-24.568,0.336,-8.227,26.759,383.062,184.467,200.268,1.164,0.217,rel_S3I2_out_4_complex_0007,S3I2,4,0007
187,-397.217,3.0,3.0,496.996,130.532,366.463,0.652,93.574,-12.777,0.0,-798.923,158.974,-244.761,1.543,21.195,37.471,83.201,488.914,-32.786,-49.793,-27.668,-26.13,-17.409,14.355,-25.227,0.32,-9.431,26.759,358.195,173.727,184.468,1.967,0.212,rel_S3I2_out_4_complex_0008,S3I2,4,0008
188,-404.609,3.0,1.0,495.903,164.513,331.39,0.541,86.174,-13.98,0.0,-791.301,150.771,-245.446,1.442,17.991,36.855,83.605,481.349,-33.09,-51.243,-23.329,-25.749,-16.128,13.195,-25.251,0.321,-7.037,26.759,385.001,188.007,198.667,1.217,0.46,rel_S3I2_out_4_complex_0009,S3I2,4,0009
189,-392.809,1.0,1.0,451.517,172.125,281.369,0.502,75.575,-13.485,0.0,-790.339,155.79,-245.101,1.417,17.738,35.675,89.488,479.079,-28.31,-50.609,-27.743,-26.256,-15.816,14.141,-25.133,0.306,-5.99,26.759,367.444,132.412,235.031,1.815,0.278,rel_S3I2_out_4_complex_0010,S3I2,4,0010
190,-412.006,4.0,3.0,573.297,226.039,348.626,0.536,96.441,-17.315,0.0,-791.146,151.897,-249.147,1.428,17.168,35.878,84.623,481.869,-32.373,-50.711,-28.914,-26.508,-15.581,12.31,-25.624,0.308,-8.118,26.759,320.236,123.803,196.433,3.525,0.351,rel_S3I2_out_5_complex_0001,S3I2,5,0001
191,-408.317,4.0,1.0,548.226,197.807,351.939,0.453,90.728,-9.071,0.0,-792.558,151.705,-245.112,1.435,17.418,37.044,81.786,483.894,-34.199,-51.946,-24.568,-26.643,-16.499,13.241,-25.155,0.306,-8.221,26.759,321.126,136.075,185.051,2.836,0.16,rel_S3I2_out_5_complex_0002,S3I2,5,0002
192,-406.125,3.0,1.0,441.492,128.037,313.456,0.407,69.912,-9.074,0.0,-788.792,152.433,-245.157,1.444,17.674,36.928,81.631,479.97,-33.043,-51.276,-26.889,-26.434,-15.069,13.914,-24.877,0.327,-7.266,26.759,419.368,199.326,221.714,1.361,0.237,rel_S3I2_out_5_complex_0003,S3I2,5,0003
193,-414.696,4.0,3.0,559.35,216.997,343.873,0.53,95.577,-17.405,0.0,-786.926,150.708,-247.024,1.44,17.26,36.916,79.854,482.396,-37.245,-52.076,-23.832,-26.472,-16.477,11.667,-24.983,0.318,-10.54,26.759,324.615,126.52,198.096,3.52,0.04,rel_S3I2_out_5_complex_0004,S3I2,5,0004
194,-404.783,3.0,0.0,528.336,252.217,277.639,0.613,87.121,-12.285,0.0,-787.723,149.981,-243.561,1.421,17.387,36.738,84.264,484.94,-33.463,-51.49,-27.758,-26.184,-16.936,12.277,-25.635,0.305,-8.087,26.759,334.82,100.099,234.721,1.742,0.241,rel_S3I2_out_5_complex_0005,S3I2,5,0005
195,-414.92,4.0,2.0,572.451,232.015,341.956,0.545,98.936,-16.566,0.0,-790.531,151.532,-248.336,1.423,16.806,36.753,80.251,483.881,-36.299,-51.872,-26.063,-26.235,-16.233,12.961,-25.198,0.296,-8.444,26.759,319.154,128.468,190.686,3.437,0.192,rel_S3I2_out_5_complex_0006,S3I2,5,0006
196,-406.599,4.0,3.0,563.574,213.532,351.562,0.53,94.025,-17.553,0.0,-793.045,155.026,-251.09,1.433,17.454,35.967,85.149,484.618,-33.357,-50.198,-29.574,-26.069,-14.464,12.94,-25.137,0.294,-7.018,26.759,318.527,129.827,188.7,3.48,0.233,rel_S3I2_out_5_complex_0007,S3I2,5,0007
197,-403.02,3.0,1.0,419.311,113.454,305.858,0.224,45.341,-7.182,0.0,-784.303,152.511,-240.371,1.447,17.371,37.229,82.24,471.673,-32.781,-51.024,-24.499,-26.438,-16.083,13.96,-24.797,0.326,-7.986,26.759,438.249,206.479,233.443,1.572,0.172,rel_S3I2_out_5_complex_0008,S3I2,5,0008
198,-409.943,4.0,2.0,557.995,210.612,348.904,0.543,97.372,-15.922,0.0,-794.268,154.627,-249.699,1.422,17.169,36.147,83.811,484.208,-32.045,-50.344,-28.743,-26.138,-16.207,11.95,-25.379,0.284,-7.16,26.759,316.358,127.211,189.147,3.428,0.237,rel_S3I2_out_5_complex_0009,S3I2,5,0009
199,-414.128,4.0,3.0,569.826,224.271,347.075,0.478,90.699,-16.782,0.0,-794.719,149.774,-251.692,1.437,17.145,36.688,82.688,487.164,-35.77,-51.149,-26.617,-26.275,-14.383,13.154,-24.899,0.307,-7.464,26.759,320.738,125.521,195.216,3.508,0.217,rel_S3I2_out_5_complex_0010,S3I2,5,0010
200,-404.821,4.0,1.0,412.835,166.318,246.517,0.4,55.501,-9.088,0.0,-785.459,153.178,-241.807,1.431,17.629,36.75,83.588,472.65,-34.583,-49.751,-24.558,-26.149,-14.153,12.725,-25.106,0.291,-11.172,26.759,415.099,161.696,253.859,2.394,0.522,rel_S3I2_out_6_complex_0001,S3I2,6,0001
201,-403.148,7.0,1.0,535.625,244.628,290.997,0.289,70.094,-7.718,0.0,-787.305,155.077,-241.18,1.427,17.548,36.693,81.372,475.068,-31.518,-50.799,-21.969,-26.169,-17.669,12.756,-25.122,0.31,-11.601,26.759,352.257,110.151,243.93,2.896,0.277,rel_S3I2_out_6_complex_0002,S3I2,6,0002
202,-399.008,7.0,1.0,499.578,247.68,251.899,0.465,66.105,-7.12,0.0,-786.617,152.659,-242.936,1.439,17.976,36.469,84.211,476.444,-33.035,-50.546,-24.722,-26.116,-14.562,12.389,-24.667,0.292,-7.789,26.759,358.002,115.702,243.972,2.844,0.499,rel_S3I2_out_6_complex_0003,S3I2,6,0003
203,-406.277,4.0,1.0,424.662,167.625,257.037,0.403,55.794,-8.669,0.0,-782.895,150.645,-242.46,1.426,17.451,36.189,82.993,471.884,-33.878,-51.252,-24.362,-26.24,-14.358,12.491,-25.084,0.297,-8.764,26.759,408.919,155.516,253.859,2.434,0.449,rel_S3I2_out_6_complex_0004,S3I2,6,0004
204,-404.924,6.0,1.0,511.921,237.032,274.889,0.54,80.819,-10.818,0.0,-789.514,155.227,-240.26,1.425,17.553,36.72,80.301,479.853,-35.335,-51.614,-27.485,-25.976,-14.733,12.755,-25.26,0.305,-8.668,26.759,340.747,117.548,224.263,2.809,0.215,rel_S3I2_out_6_complex_0005,S3I2,6,0005
205,-400.981,5.0,0.0,438.363,201.083,237.281,0.266,40.989,-4.598,0.0,-783.072,152.427,-232.962,1.429,17.862,36.582,81.495,467.275,-31.875,-50.334,-23.198,-25.546,-17.493,11.169,-25.327,0.262,-9.657,26.759,414.895,119.582,296.529,2.769,0.454,rel_S3I2_out_6_complex_0006,S3I2,6,0006
206,-407.862,5.0,1.0,434.029,139.889,294.139,0.48,67.699,-9.733,0.0,-782.251,150.317,-244.458,1.435,17.885,36.395,83.033,473.086,-33.904,-51.355,-25.622,-26.095,-14.36,12.278,-25.373,0.319,-9.272,26.759,446.65,180.674,267.04,2.833,0.487,rel_S3I2_out_6_complex_0007,S3I2,6,0007
207,-401.758,5.0,1.0,428.669,137.401,291.268,0.463,66.737,-9.751,0.0,-787.397,152.804,-242.408,1.445,18.473,36.607,85.89,476.776,-33.263,-50.064,-25.812,-26.193,-15.972,13.466,-24.677,0.322,-11.624,26.759,439.655,178.545,262.175,2.837,0.273,rel_S3I2_out_6_complex_0008,S3I2,6,0008
208,-403.157,8.0,1.0,542.482,253.376,289.106,0.293,70.574,-7.469,0.0,-786.762,151.141,-241.868,1.437,17.856,37.482,81.522,475.676,-32.912,-50.952,-21.555,-26.194,-16.311,12.333,-25.001,0.351,-9.372,26.759,353.759,113.992,241.287,2.901,0.312,rel_S3I2_out_6_complex_0009,S3I2,6,0009
209,-406.797,6.0,1.0,418.107,139.478,278.629,0.549,65.351,-9.566,0.0,-788.658,153.98,-242.019,1.432,17.728,36.502,81.494,475.843,-33.113,-51.028,-26.535,-26.526,-15.187,12.186,-24.544,0.325,-8.391,26.759,433.899,185.389,249.118,2.802,0.152,rel_S3I2_out_6_complex_0010,S3I2,6,0010
210,-406.865,3.0,1.0,445.072,220.986,224.086,0.546,54.276,-10.048,0.0,-792.653,154.537,-243.015,1.43,17.474,36.962,85.347,475.883,-34.859,-50.488,-27.617,-26.334,-14.371,14.99,-24.449,0.327,-10.073,26.759,400.262,119.371,281.499,2.965,0.318,rel_S3I2_out_7_complex_0001,S3I2,7,0001
211,-406.991,3.0,1.0,456.201,157.531,298.67,0.665,80.481,-12.994,0.0,-786.838,151.963,-248.532,1.445,17.526,36.413,83.021,481.226,-33.115,-50.418,-28.536,-26.413,-13.278,12.637,-24.907,0.296,-7.74,26.759,379.007,143.042,237.03,1.303,0.195,rel_S3I2_out_7_complex_0002,S3I2,7,0002
212,-398.753,5.0,1.0,412.358,239.231,173.127,0.392,49.451,-6.722,0.0,-790.206,154.761,-235.167,1.434,17.831,36.599,86.828,476.905,-31.402,-51.816,-28.062,-26.556,-17.921,11.521,-24.288,0.291,-8.112,26.759,401.338,121.194,280.903,1.664,0.185,rel_S3I2_out_7_complex_0003,S3I2,7,0003
213,-396.161,4.0,1.0,372.831,199.095,173.736,0.275,32.868,-3.484,0.0,-783.873,154.81,-235.048,1.552,21.099,37.833,80.426,468.438,-32.935,-50.563,-24.335,-26.308,-16.162,13.102,-24.985,0.313,-9.374,26.759,490.926,114.636,377.202,2.833,0.255,rel_S3I2_out_7_complex_0004,S3I2,7,0004
214,-404.498,3.0,1.0,380.599,192.316,188.282,0.662,52.632,-6.813,0.0,-781.86,149.816,-233.957,1.401,16.484,35.835,82.206,468.696,-34.047,-50.105,-26.072,-26.148,-14.98,11.768,-25.393,0.292,-8.39,26.759,441.969,112.267,331.07,2.868,0.33,rel_S3I2_out_7_complex_0005,S3I2,7,0005
215,-403.622,7.0,1.0,476.619,230.826,245.794,0.51,55.451,-7.807,0.0,-789.006,157.223,-234.573,1.434,17.934,37.619,80.159,472.96,-34.273,-50.741,-26.495,-26.123,-16.535,11.921,-24.873,0.316,-10.338,26.759,394.13,105.96,289.082,2.791,0.217,rel_S3I2_out_7_complex_0006,S3I2,7,0006
216,-404.811,6.0,1.0,482.284,228.382,253.902,0.349,57.857,-8.394,0.0,-786.983,154.011,-237.883,1.431,17.782,37.278,79.319,474.241,-34.381,-51.48,-25.691,-26.014,-16.329,13.694,-25.422,0.312,-8.595,26.759,382.845,95.286,288.623,2.832,0.307,rel_S3I2_out_7_complex_0007,S3I2,7,0007
217,-400.535,6.0,1.0,473.604,246.162,227.442,0.514,63.381,-8.684,0.0,-785.503,151.043,-233.727,1.419,17.365,37.229,83.683,469.682,-34.309,-49.383,-25.735,-26.023,-15.04,13.333,-25.388,0.296,-9.452,26.759,391.057,102.393,289.728,2.77,0.444,rel_S3I2_out_7_complex_0008,S3I2,7,0008
218,-404.069,7.0,1.0,483.86,236.776,247.084,0.459,67.436,-9.206,0.0,-789.322,157.538,-236.541,1.438,18.009,37.633,80.578,473.232,-37.481,-51.049,-23.67,-25.861,-15.979,12.423,-24.649,0.316,-10.553,26.759,377.741,99.292,279.513,2.788,0.32,rel_S3I2_out_7_complex_0009,S3I2,7,0009
219,-402.67,4.0,1.0,406.476,196.352,210.124,0.238,37.032,-4.704,0.0,-777.506,150.797,-236.326,1.425,17.304,36.191,82.338,464.599,-29.19,-50.556,-27.292,-26.461,-15.881,12.35,-25.93,0.323,-8.805,26.759,442.649,113.351,330.362,2.82,0.371,rel_S3I2_out_7_complex_0010,S3I2,7,0010
220,-411.65,7.0,4.0,541.904,270.084,272.732,0.692,102.997,-12.094,0.0,-792.492,152.994,-237.957,1.425,17.197,36.865,80.382,478.178,-34.824,-52.153,-27.78,-26.337,-16.28,12.448,-24.615,0.321,-9.187,26.759,349.446,72.477,276.969,3.133,0.272,rel_S3I2_out_8_complex_0001,S3I2,8,0001
221,-406.82,7.0,4.0,545.528,267.099,279.95,0.701,108.954,-13.702,0.0,-795.896,156.145,-239.513,1.44,17.899,36.531,81.956,481.436,-32.611,-51.745,-27.597,-25.719,-16.99,11.745,-24.86,0.3,-8.521,26.759,322.988,68.409,254.579,2.255,0.165,rel_S3I2_out_8_complex_0002,S3I2,8,0002
222,-410.085,7.0,4.0,509.279,219.839,290.809,0.653,101.096,-11.458,0.0,-790.567,151.106,-239.254,1.428,17.148,37.251,80.072,477.672,-34.83,-52.054,-24.173,-26.467,-16.581,12.94,-24.72,0.306,-9.086,26.759,337.3,100.456,236.844,2.798,0.167,rel_S3I2_out_8_complex_0003,S3I2,8,0003
223,-402.907,7.0,5.0,522.754,251.351,272.924,0.657,98.097,-12.889,0.0,-797.124,155.547,-240.075,1.441,18.204,36.161,86.13,478.505,-28.533,-50.387,-29.66,-26.032,-15.407,12.642,-25.344,0.258,-8.235,26.759,329.286,78.244,251.042,1.951,0.291,rel_S3I2_out_8_complex_0004,S3I2,8,0004
224,-412.453,7.0,4.0,554.454,237.194,318.172,0.703,113.288,-13.275,0.0,-786.566,152.945,-244.005,1.423,17.267,36.69,80.403,477.148,-35.669,-52.298,-25.739,-26.106,-15.698,12.504,-25.049,0.315,-10.076,26.759,343.471,92.59,250.881,2.908,0.39,rel_S3I2_out_8_complex_0005,S3I2,8,0005
225,-408.718,7.0,4.0,535.814,234.456,302.271,0.725,105.277,-11.139,0.0,-793.079,152.872,-239.311,1.425,17.287,36.558,81.105,481.264,-32.327,-51.453,-29.351,-26.14,-16.069,11.72,-24.891,0.405,-8.459,26.759,341.088,98.845,242.242,2.807,0.16,rel_S3I2_out_8_complex_0006,S3I2,8,0006
226,-405.107,7.0,4.0,548.826,259.802,290.545,0.664,96.18,-10.371,0.0,-792.163,154.006,-241.774,1.43,17.575,36.042,85.017,478.729,-31.027,-50.426,-30.448,-26.606,-14.228,12.414,-25.107,0.295,-8.463,26.759,326.162,74.016,252.147,2.62,0.248,rel_S3I2_out_8_complex_0007,S3I2,8,0007
227,-408.552,6.0,4.0,564.452,230.882,335.09,0.706,114.903,-13.159,0.0,-789.514,155.163,-246.409,1.45,18.501,37.129,80.114,480.748,-36.001,-51.919,-25.04,-25.722,-16.374,11.569,-23.987,0.312,-8.594,26.759,335.075,99.895,235.18,2.919,0.344,rel_S3I2_out_8_complex_0008,S3I2,8,0008
228,-407.577,7.0,4.0,578.387,266.218,313.08,0.706,111.105,-10.871,0.0,-798.526,158.326,-237.612,1.43,17.236,36.449,82.298,481.811,-32.962,-51.971,-29.446,-26.59,-16.677,12.486,-24.713,0.302,-8.403,26.759,308.634,82.551,226.083,2.037,0.188,rel_S3I2_out_8_complex_0009,S3I2,8,0009
229,-408.42,7.0,5.0,521.942,226.49,296.972,0.668,103.14,-13.664,0.0,-794.861,154.937,-241.181,1.439,17.811,36.993,81.081,480.058,-34.016,-52.054,-26.03,-25.974,-16.5,13.221,-24.758,0.298,-8.613,26.759,343.503,99.87,243.632,2.805,0.165,rel_S3I2_out_8_complex_0010,S3I2,8,0010
230,-402.009,6.0,2.0,460.912,196.189,265.787,0.687,80.038,-8.522,0.0,-792.172,156.216,-241.846,1.428,17.661,37.46,82.0,480.37,-33.96,-49.914,-23.506,-26.268,-16.174,10.561,-24.263,0.269,-9.798,26.759,376.471,111.814,264.657,2.774,0.392,rel_S3I2_out_9_complex_0001,S3I2,9,0001
231,-403.784,4.0,2.0,497.153,206.117,292.101,0.63,87.027,-9.702,0.0,-788.739,157.047,-245.166,1.416,17.479,36.413,81.064,480.594,-35.144,-50.334,-26.502,-26.537,-15.771,12.987,-24.943,0.301,-7.7,26.759,367.779,100.565,267.214,2.704,0.288,rel_S3I2_out_9_complex_0002,S3I2,9,0002
232,-408.586,6.0,2.0,421.166,226.253,195.977,0.662,73.394,-9.69,0.0,-791.132,151.903,-241.044,1.414,16.675,36.874,78.762,480.257,-34.113,-51.467,-25.655,-26.088,-16.99,11.938,-24.815,0.301,-5.434,26.759,398.18,98.064,300.116,3.035,0.235,rel_S3I2_out_9_complex_0003,S3I2,9,0003
233,-402.842,4.0,2.0,476.16,213.097,264.128,0.698,89.486,-6.893,0.0,-797.302,157.402,-245.171,1.426,17.277,37.837,81.965,485.43,-36.596,-50.661,-24.302,-26.403,-14.953,13.58,-25.029,0.339,-7.473,26.759,367.138,85.726,281.412,2.814,0.221,rel_S3I2_out_9_complex_0004,S3I2,9,0004
234,-399.213,5.0,2.0,431.566,231.47,201.768,0.661,69.878,-6.896,0.0,-789.429,154.8,-240.537,1.419,17.124,36.175,84.689,476.085,-32.049,-49.56,-28.463,-25.781,-14.035,13.799,-25.571,0.38,-8.487,26.759,405.984,97.267,308.717,3.126,0.342,rel_S3I2_out_9_complex_0005,S3I2,9,0005
235,-410.247,5.0,2.0,441.82,246.43,196.454,0.586,70.969,-9.971,0.0,-786.121,152.556,-241.732,1.419,17.114,36.645,80.669,472.715,-36.497,-52.931,-24.518,-25.725,-14.33,13.061,-25.11,0.314,-8.058,26.759,420.078,122.556,297.522,3.259,0.263,rel_S3I2_out_9_complex_0006,S3I2,9,0006
236,-404.419,4.0,2.0,496.613,209.168,288.509,0.62,85.02,-9.774,0.0,-787.456,154.37,-243.33,1.404,16.671,35.715,81.84,478.479,-32.015,-50.748,-28.087,-26.368,-15.581,13.366,-25.145,0.358,-7.529,26.759,379.312,100.42,278.893,2.701,0.177,rel_S3I2_out_9_complex_0007,S3I2,9,0007
237,-409.911,5.0,2.0,439.856,245.663,195.258,0.627,70.734,-9.956,0.0,-789.02,150.022,-238.678,1.406,16.88,36.527,81.006,478.001,-35.73,-52.686,-25.838,-26.035,-15.305,12.346,-25.395,0.336,-7.923,26.759,414.958,122.301,292.657,3.272,0.145,rel_S3I2_out_9_complex_0008,S3I2,9,0008
238,-405.051,7.0,2.0,434.884,249.109,186.84,0.728,70.523,-8.364,0.0,-789.403,149.993,-239.887,1.427,17.279,36.848,80.998,477.164,-35.133,-51.455,-21.937,-25.888,-14.975,12.742,-25.293,0.336,-8.401,26.759,388.727,77.739,310.988,3.385,0.389,rel_S3I2_out_9_complex_0009,S3I2,9,0009
239,-401.33,4.0,2.0,474.936,227.762,248.239,0.65,81.661,-7.259,0.0,-790.364,153.905,-240.392,1.404,16.743,36.374,82.452,478.844,-31.92,-50.839,-26.249,-26.202,-15.257,13.008,-24.904,0.329,-8.47,26.759,371.973,89.344,282.629,3.307,0.142,rel_S3I2_out_9_complex_0010,S3I2,9,0010
240,-403.978,6.0,3.0,353.641,150.674,202.967,-1.0,55.864,-3.51,0.0,-787.367,154.433,-233.161,1.38,16.933,28.858,86.688,471.27,-36.232,-50.702,-22.19,-25.696,-17.021,12.874,-25.046,0.317,-9.499,26.759,372.309,176.599,195.862,3.1,0.323,rel_A0G0_out_4_1_complex_0001,A0G0,1,0001
241,-405.857,6.0,3.0,355.316,147.6,207.716,-1.0,54.053,-3.247,0.0,-787.686,156.848,-234.465,1.374,16.787,28.384,86.053,475.944,-35.258,-51.024,-25.793,-26.373,-17.321,11.28,-25.305,0.303,-9.689,26.759,369.32,203.161,166.31,3.099,0.227,rel_A0G0_out_4_1_complex_0002,A0G0,1,0002
242,-401.945,8.0,2.0,445.236,190.526,254.862,-1.0,57.635,-3.818,0.0,-786.7,151.734,-237.071,1.386,16.78,27.981,85.979,476.88,-32.414,-49.058,-26.199,-25.549,-16.305,13.572,-25.359,0.297,-7.996,26.759,331.833,194.639,137.194,2.84,0.498,rel_A0G0_out_4_1_complex_0003,A0G0,1,0003
243,-410.57,7.0,4.0,560.58,301.23,259.35,-1.0,57.846,-5.624,0.0,-795.291,159.52,-239.361,1.39,16.951,28.699,80.312,482.911,-36.081,-50.551,-24.405,-25.584,-15.582,12.964,-24.765,0.276,-9.219,26.759,266.438,131.258,135.332,0.049,0.439,rel_A0G0_out_4_1_complex_0004,A0G0,1,0004
244,-400.471,7.0,4.0,386.639,155.027,231.612,-1.0,60.953,-3.629,0.0,-793.171,157.243,-237.261,1.388,17.154,27.931,92.252,477.376,-32.671,-49.9,-27.822,-25.84,-15.709,13.621,-24.9,0.328,-10.677,26.759,349.801,181.682,168.271,3.116,0.31,rel_A0G0_out_4_1_complex_0005,A0G0,1,0005
245,-403.947,6.0,3.0,348.966,150.164,198.803,-1.0,54.659,-3.292,0.0,-788.901,156.975,-231.54,1.379,17.074,28.722,85.488,474.949,-37.055,-50.732,-22.876,-25.96,-18.308,12.31,-25.349,0.312,-10.387,26.759,390.089,195.472,194.769,3.1,0.093,rel_A0G0_out_4_1_complex_0006,A0G0,1,0006
246,-414.448,7.0,4.0,528.538,295.447,233.09,-1.0,61.146,-5.212,0.0,-796.352,154.485,-235.87,1.381,16.8,28.679,81.386,480.496,-34.646,-50.739,-24.041,-25.619,-16.195,12.83,-25.265,0.316,-9.264,26.759,270.022,138.789,131.385,0.081,0.331,rel_A0G0_out_4_1_complex_0007,A0G0,1,0007
247,-411.575,7.0,4.0,544.195,298.112,246.082,-1.0,57.846,-5.321,0.0,-795.41,155.503,-235.619,1.378,16.657,28.744,80.611,481.07,-36.609,-50.255,-21.427,-25.617,-15.373,13.304,-25.401,0.27,-10.661,26.759,259.551,124.085,135.618,0.044,0.457,rel_A0G0_out_4_1_complex_0008,A0G0,1,0008
248,-405.752,5.0,2.0,358.908,150.039,209.021,-1.0,44.189,-0.698,0.0,-790.534,158.263,-238.428,1.392,17.155,28.638,85.384,475.026,-31.971,-49.983,-26.525,-25.788,-16.943,13.296,-24.977,0.261,-9.989,26.759,372.575,206.264,166.31,2.704,0.509,rel_A0G0_out_4_1_complex_0009,A0G0,1,0009
249,-409.767,7.0,3.0,534.879,264.096,270.783,-1.0,60.014,-5.847,0.0,-795.111,154.41,-234.671,1.39,17.166,28.705,84.868,475.853,-33.421,-50.27,-23.483,-26.019,-16.701,13.508,-25.04,0.263,-8.44,26.759,275.866,166.203,109.815,0.031,0.435,rel_A0G0_out_4_1_complex_0010,A0G0,1,0010
250,-403.683,7.0,3.0,438.277,189.607,248.67,-1.0,56.825,-5.609,0.0,-786.676,154.866,-237.78,1.372,16.453,27.615,90.395,473.879,-33.267,-49.851,-28.788,-25.749,-13.683,12.747,-25.165,0.293,-10.457,26.759,331.719,182.663,149.208,3.108,0.244,rel_A0G0_out_4_3_complex_0001,A0G0,3,0001
251,-415.086,7.0,2.0,513.991,277.494,236.496,-1.0,41.202,-4.456,0.0,-787.568,156.279,-235.594,1.367,16.322,27.239,82.741,470.719,-32.776,-51.284,-28.26,-25.987,-15.524,12.28,-24.645,0.308,-8.004,26.759,289.01,149.238,139.924,0.295,0.248,rel_A0G0_out_4_3_complex_0002,A0G0,3,0002
252,-418.532,7.0,5.0,535.637,276.939,258.699,-1.0,69.876,-6.646,0.0,-793.731,151.779,-234.712,1.363,15.821,28.094,80.905,482.703,-31.923,-50.973,-31.461,-26.305,-16.268,11.783,-25.143,0.306,-7.78,26.759,236.994,121.622,115.524,0.083,0.168,rel_A0G0_out_4_3_complex_0003,A0G0,3,0003
253,-407.836,7.0,6.0,445.986,183.452,262.535,-1.0,71.902,-7.056,0.0,-788.663,150.506,-234.718,1.376,16.498,28.08,87.774,475.822,-32.189,-51.585,-26.85,-25.936,-16.193,12.203,-26.074,0.323,-8.521,26.759,285.329,153.755,131.725,3.179,0.372,rel_A0G0_out_4_3_complex_0004,A0G0,3,0004
254,-406.304,7.0,4.0,450.164,191.661,258.503,-1.0,68.519,-6.611,0.0,-785.93,152.96,-233.809,1.368,16.362,27.77,91.166,471.863,-31.095,-50.004,-28.805,-25.95,-16.265,11.99,-26.804,0.303,-11.573,26.759,299.033,154.47,144.715,3.086,0.301,rel_A0G0_out_4_3_complex_0005,A0G0,3,0005
255,-407.674,7.0,5.0,439.547,179.875,259.672,-1.0,70.711,-7.535,0.0,-796.15,153.402,-235.075,1.384,16.902,28.724,88.362,481.131,-34.799,-49.822,-29.26,-26.083,-16.372,12.732,-24.622,0.272,-8.402,26.759,313.817,171.637,142.332,3.072,0.172,rel_A0G0_out_4_3_complex_0006,A0G0,3,0006
256,-418.331,7.0,5.0,542.192,338.824,203.52,-1.0,69.502,-7.16,0.0,-792.456,149.05,-234.236,1.375,16.234,28.694,83.063,478.349,-33.332,-51.274,-27.847,-26.096,-15.766,11.8,-25.529,0.306,-7.869,26.759,249.444,105.894,143.702,0.147,0.297,rel_A0G0_out_4_3_complex_0007,A0G0,3,0007
257,-408.814,7.0,5.0,438.7,182.184,256.516,-1.0,70.391,-7.064,0.0,-789.107,149.252,-235.184,1.369,16.024,28.063,85.882,479.224,-34.005,-51.006,-27.54,-26.032,-15.715,12.887,-25.768,0.31,-7.545,26.759,301.997,171.384,130.765,3.09,0.229,rel_A0G0_out_4_3_complex_0008,A0G0,3,0008
258,-403.298,7.0,4.0,462.346,197.294,265.051,-1.0,68.501,-6.458,0.0,-790.878,150.666,-234.011,1.38,16.732,28.154,90.737,475.877,-30.517,-50.009,-27.157,-26.119,-15.741,12.429,-25.67,0.291,-9.752,26.759,299.04,156.264,142.928,3.085,0.447,rel_A0G0_out_4_3_complex_0009,A0G0,3,0009
259,-417.053,7.0,5.0,555.579,308.888,246.69,-1.0,71.2,-8.68,0.0,-792.001,150.28,-233.584,1.391,16.633,28.652,81.069,476.772,-34.218,-51.475,-23.083,-25.987,-16.897,12.048,-26.057,0.31,-8.147,26.759,238.197,115.975,122.375,0.092,0.39,rel_A0G0_out_4_3_complex_0010,A0G0,3,0010
260,-399.922,6.0,3.0,419.115,189.354,229.76,-1.0,39.767,-4.193,0.0,-793.449,153.108,-236.534,1.388,16.997,28.089,94.179,475.627,-31.843,-50.61,-24.973,-26.11,-15.153,13.784,-25.036,0.313,-10.046,26.759,358.78,212.095,146.837,3.123,0.466,rel_A0G0_out_4_4_complex_0001,A0G0,4,0001
261,-409.052,6.0,4.0,427.443,191.401,236.042,-1.0,45.644,-7.414,0.0,-790.953,156.066,-238.244,1.371,16.629,27.751,89.383,473.074,-33.07,-51.552,-27.441,-26.681,-15.139,13.431,-25.107,0.317,-9.115,26.759,355.464,203.069,152.546,3.182,0.284,rel_A0G0_out_4_4_complex_0002,A0G0,4,0002
262,-410.013,7.0,4.0,430.435,226.002,204.433,-1.0,45.819,-8.572,0.0,-791.022,155.149,-233.532,1.374,16.677,28.001,88.373,472.413,-33.04,-51.623,-28.207,-26.465,-16.419,11.917,-24.739,0.327,-9.295,26.759,350.513,198.978,151.838,3.085,0.253,rel_A0G0_out_4_4_complex_0003,A0G0,4,0003
