,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,description,Ligand,Pose,Run
0,-421.143,5.0,3.0,445.736,194.626,251.11,0.689,87.497,-10.321,0.0,-788.096,151.578,-239.822,1.375,16.499,28.291,79.968,479.737,-37.482,-51.615,-25.318,-26.09,-16.484,11.87,-25.204,0.346,-9.433,26.759,288.14,122.717,166.943,1.471,0.507,rel_S0I0_out_4_2_complex_0001,S0I0,2,0001
1,-419.808,5.0,3.0,479.458,223.805,255.653,0.699,90.545,-10.669,0.0,-795.011,153.968,-243.129,1.393,17.377,28.123,84.622,482.65,-35.989,-49.996,-29.247,-26.124,-15.089,13.389,-25.312,0.338,-10.693,26.759,284.181,123.486,162.215,1.607,0.555,rel_S0I0_out_4_2_complex_0002,S0I0,2,0002
2,-418.292,6.0,4.0,447.609,193.334,254.275,0.71,91.425,-10.567,0.0,-794.513,149.665,-238.432,1.384,16.753,28.168,82.747,481.48,-35.289,-51.267,-25.169,-26.199,-16.575,12.837,-25.571,0.307,-7.255,26.759,286.029,113.494,174.055,1.497,0.382,rel_S0I0_out_4_2_complex_0003,S0I0,2,0003
3,-418.649,5.0,3.0,450.009,189.73,260.279,0.66,84.047,-9.726,0.0,-790.761,150.643,-240.223,1.368,16.362,28.06,82.682,479.65,-35.139,-51.645,-26.407,-26.502,-15.942,12.312,-25.311,0.348,-7.543,26.759,301.27,128.872,173.919,2.364,0.275,rel_S0I0_out_4_2_complex_0004,S0I0,2,0004
4,-419.858,5.0,3.0,463.055,207.802,255.253,0.702,87.371,-10.644,0.0,-795.609,152.726,-242.692,1.383,16.685,28.239,82.125,483.155,-37.76,-49.961,-25.85,-25.981,-16.905,12.949,-24.419,0.304,-7.028,26.759,288.147,117.846,171.821,1.542,0.479,rel_S0I0_out_4_2_complex_0005,S0I0,2,0005
5,-418.893,5.0,3.0,476.729,213.198,263.531,0.704,90.438,-10.547,0.0,-798.679,155.191,-244.074,1.392,16.962,28.873,82.491,485.607,-38.695,-49.865,-26.43,-26.124,-15.885,14.408,-24.74,0.312,-8.45,26.759,283.828,126.05,159.298,1.6,0.453,rel_S0I0_out_4_2_complex_0006,S0I0,2,0006
6,-418.718,4.0,3.0,453.796,203.667,250.13,0.697,90.194,-11.319,0.0,-797.1,153.293,-242.239,1.4,17.608,28.624,85.034,483.701,-36.608,-49.796,-28.869,-26.343,-14.817,12.542,-25.126,0.344,-9.223,26.759,288.336,125.842,164.014,1.746,0.35,rel_S0I0_out_4_2_complex_0007,S0I0,2,0007
7,-407.214,5.0,3.0,445.492,172.199,273.294,0.7,88.397,-6.561,0.0,-794.743,154.284,-238.928,1.43,19.088,30.066,86.772,480.908,-36.628,-49.584,-23.745,-26.124,-15.557,12.46,-25.108,0.311,-10.734,26.759,288.398,155.256,134.662,1.767,0.09,rel_S0I0_out_4_2_complex_0008,S0I0,2,0008
8,-420.047,5.0,3.0,459.226,201.159,258.067,0.693,89.415,-10.691,0.0,-798.697,152.821,-238.149,1.392,17.186,28.636,83.269,486.3,-39.156,-51.069,-27.245,-26.559,-16.683,12.818,-24.829,0.324,-8.878,26.759,286.006,126.565,160.961,1.468,0.243,rel_S0I0_out_4_2_complex_0009,S0I0,2,0009
9,-414.93,5.0,3.0,375.768,154.938,220.831,0.664,67.436,-6.322,0.0,-793.324,152.998,-235.018,1.388,17.163,29.33,83.871,477.101,-36.083,-50.937,-24.639,-26.387,-16.349,12.434,-25.304,0.321,-9.836,26.759,350.05,160.941,190.629,1.147,0.435,rel_S0I0_out_4_2_complex_0010,S0I0,2,0010
10,-420.227,4.0,1.0,421.803,196.015,227.461,0.488,58.705,-8.015,0.0,-783.176,148.927,-237.897,1.363,16.201,28.934,77.704,474.273,-35.275,-52.139,-24.678,-26.061,-16.639,11.932,-25.238,0.314,-8.591,26.759,345.955,131.824,214.131,2.907,0.154,rel_S0I0_out_4_4_complex_0001,S0I0,4,0001
11,-417.082,3.0,2.0,443.543,210.246,234.665,0.507,66.374,-11.897,0.0,-783.302,149.732,-240.256,1.373,16.846,29.45,79.302,472.018,-33.804,-52.991,-24.196,-26.04,-14.622,11.889,-24.652,0.289,-7.8,26.759,356.6,133.645,222.955,2.785,0.139,rel_S0I0_out_4_4_complex_0002,S0I0,4,0002
12,-416.075,3.0,1.0,413.896,185.833,228.671,0.515,64.178,-11.127,0.0,-779.694,147.125,-235.689,1.366,16.71,28.603,79.557,469.599,-31.77,-51.739,-26.703,-25.717,-15.047,11.724,-26.021,0.298,-8.525,26.759,357.418,145.583,211.835,2.805,0.282,rel_S0I0_out_4_4_complex_0003,S0I0,4,0003
13,-420.689,4.0,1.0,393.173,199.714,194.98,0.533,54.371,-9.088,0.0,-791.209,153.118,-240.801,1.383,17.214,29.618,81.106,475.238,-35.291,-52.286,-26.165,-25.988,-15.549,12.968,-24.595,0.312,-9.403,26.759,379.682,117.525,262.157,2.516,0.362,rel_S0I0_out_4_4_complex_0004,S0I0,4,0004
14,-413.676,3.0,1.0,428.997,201.903,229.07,0.52,61.797,-10.64,0.0,-786.611,151.55,-235.746,1.38,17.027,29.413,80.328,471.204,-33.063,-53.084,-23.864,-25.531,-14.912,11.788,-24.812,0.28,-8.855,26.759,346.423,140.735,205.84,2.735,0.339,rel_S0I0_out_4_4_complex_0005,S0I0,4,0005
15,-410.643,4.0,1.0,406.04,195.66,212.052,0.494,52.27,-7.323,0.0,-779.699,153.377,-232.342,1.36,16.264,28.673,77.713,468.537,-33.191,-51.426,-23.815,-26.34,-17.386,12.349,-25.104,0.275,-9.538,26.759,364.615,129.931,234.684,2.847,0.042,rel_S0I0_out_4_4_complex_0006,S0I0,4,0006
16,-414.369,4.0,3.0,450.614,218.188,233.034,0.582,72.812,-13.047,0.0,-779.511,149.955,-239.538,1.348,16.214,28.67,79.864,470.646,-31.144,-52.42,-27.179,-25.888,-14.931,12.93,-25.581,0.288,-7.878,26.759,333.747,112.198,221.702,2.852,0.173,rel_S0I0_out_4_4_complex_0007,S0I0,4,0007
17,-413.694,3.0,1.0,448.807,192.947,256.923,0.482,66.216,-9.348,0.0,-786.168,151.215,-236.384,1.364,16.766,28.844,80.307,474.945,-31.02,-51.429,-26.509,-26.5,-17.355,12.434,-25.364,0.296,-8.805,26.759,346.588,142.61,203.979,2.755,0.153,rel_S0I0_out_4_4_complex_0008,S0I0,4,0008
18,-415.523,5.0,1.0,452.632,243.993,208.639,0.351,57.08,-10.311,0.0,-773.802,153.806,-238.846,1.376,16.517,28.676,78.33,464.582,-34.91,-52.036,-23.407,-26.364,-15.885,11.586,-24.802,0.277,-8.858,26.759,322.677,70.247,252.429,1.063,0.414,rel_S0I0_out_4_4_complex_0009,S0I0,4,0009
19,-410.269,6.0,2.0,419.615,230.96,190.327,0.612,69.451,-9.814,0.0,-791.263,155.803,-243.122,1.37,16.696,28.221,82.219,477.864,-32.23,-50.901,-25.161,-25.672,-15.734,12.404,-24.285,0.264,-6.383,26.759,360.743,83.012,277.731,2.308,0.574,rel_S0I0_out_4_4_complex_0010,S0I0,4,0010
20,-415.863,6.0,4.0,427.381,205.227,223.066,0.823,86.647,-9.992,0.0,-787.6,153.897,-233.993,1.366,16.523,27.989,81.468,473.228,-32.796,-51.616,-28.042,-26.788,-16.87,11.457,-25.338,0.311,-9.113,26.759,342.18,111.629,230.551,3.128,0.166,rel_S0I0_out_4_5_complex_0001,S0I0,5,0001
21,-415.663,6.0,3.0,449.121,229.247,220.786,0.482,61.893,-9.062,0.0,-782.779,150.245,-236.11,1.379,16.736,27.962,80.804,473.816,-34.205,-50.889,-26.657,-27.096,-15.714,10.94,-24.889,0.29,-9.192,26.759,334.734,102.991,231.742,2.907,0.028,rel_S0I0_out_4_5_complex_0002,S0I0,5,0002
22,-399.82,4.0,1.0,331.476,193.998,138.999,0.56,38.837,-2.134,0.0,-787.822,158.034,-233.492,1.382,17.122,29.678,86.909,469.835,-30.077,-50.67,-24.474,-26.689,-15.577,12.923,-24.695,0.31,-11.009,26.759,421.346,153.739,267.76,1.534,0.199,rel_S0I0_out_4_5_complex_0003,S0I0,5,0003
23,-405.583,6.0,3.0,493.617,190.77,304.367,0.372,71.418,-6.346,0.0,-786.13,153.533,-239.501,1.379,17.003,28.606,85.504,475.466,-29.988,-49.879,-28.212,-26.525,-14.385,14.171,-24.93,0.276,-9.838,26.759,285.291,128.401,156.89,0.802,0.306,rel_S0I0_out_4_5_complex_0004,S0I0,5,0004
24,-416.165,7.0,2.0,516.717,231.458,286.475,0.355,74.477,-7.793,0.0,-788.904,152.82,-240.577,1.379,16.616,28.821,82.927,475.695,-31.303,-50.929,-28.998,-26.728,-14.673,12.429,-24.889,0.317,-8.012,26.759,279.797,103.806,175.991,0.929,0.156,rel_S0I0_out_4_5_complex_0005,S0I0,5,0005
25,-414.095,7.0,3.0,518.114,239.454,280.181,0.493,82.474,-8.393,0.0,-791.698,154.566,-240.205,1.38,16.635,28.755,83.042,478.327,-32.011,-50.708,-29.051,-26.766,-14.298,12.805,-24.853,0.305,-8.077,26.759,266.422,83.815,182.606,0.832,0.165,rel_S0I0_out_4_5_complex_0006,S0I0,5,0006
26,-413.581,6.0,2.0,499.995,211.013,290.502,0.371,71.866,-7.237,0.0,-788.491,154.396,-241.758,1.385,16.801,28.661,83.231,477.209,-31.191,-50.518,-29.144,-26.969,-15.515,12.837,-24.414,0.303,-8.202,26.759,287.569,111.491,176.078,0.885,0.154,rel_S0I0_out_4_5_complex_0007,S0I0,5,0007
27,-412.559,6.0,3.0,498.194,199.281,300.282,0.294,69.518,-7.969,0.0,-782.096,152.656,-234.795,1.374,16.865,28.102,81.907,469.96,-28.628,-51.007,-28.378,-26.929,-17.172,11.97,-24.85,0.317,-9.741,26.759,296.228,145.333,150.896,0.919,0.208,rel_S0I0_out_4_5_complex_0008,S0I0,5,0008
28,-417.854,7.0,5.0,469.304,224.422,246.554,0.779,101.599,-13.27,0.0,-792.025,155.73,-236.96,1.391,16.893,29.361,81.393,474.412,-32.831,-50.504,-29.753,-26.546,-15.239,11.782,-24.709,0.305,-10.732,26.759,303.026,113.755,189.271,3.106,0.314,rel_S0I0_out_4_5_complex_0009,S0I0,5,0009
29,-416.192,7.0,3.0,444.048,236.54,209.028,0.454,58.853,-8.844,0.0,-780.613,152.187,-235.894,1.361,16.135,28.206,79.202,470.859,-33.664,-50.914,-26.422,-26.707,-15.824,11.625,-25.227,0.31,-10.686,26.759,337.299,108.423,228.876,2.959,0.154,rel_S0I0_out_4_5_complex_0010,S0I0,5,0010
30,-419.154,8.0,3.0,511.543,165.249,347.663,0.452,83.096,-10.04,0.0,-788.126,154.303,-246.224,1.363,16.119,28.501,80.471,480.159,-31.781,-51.591,-29.197,-26.409,-15.98,13.091,-25.11,0.325,-7.727,26.759,277.732,168.861,108.871,1.733,0.167,rel_S0I0_out_4_6_complex_0001,S0I0,6,0001
31,-405.851,0.0,1.0,173.172,43.77,131.074,0.655,27.539,-6.616,0.0,-777.569,156.653,-240.877,1.376,16.369,28.911,85.043,462.911,-32.161,-50.613,-29.163,-26.107,-13.286,12.472,-24.433,0.293,-8.018,26.759,489.18,225.991,263.341,5.406,0.184,rel_S0I0_out_4_6_complex_0002,S0I0,6,0002
32,-417.172,8.0,3.0,516.814,157.402,360.628,0.453,82.616,-10.838,0.0,-785.327,152.384,-244.443,1.373,16.586,28.326,81.02,477.333,-31.137,-50.303,-28.585,-25.853,-15.773,11.393,-25.784,0.276,-7.36,26.759,279.056,171.317,107.891,1.639,0.304,rel_S0I0_out_4_6_complex_0003,S0I0,6,0003
33,-409.275,5.0,2.0,528.339,228.592,301.267,0.506,88.418,-14.423,0.0,-791.107,151.782,-242.941,1.373,16.753,29.494,81.24,480.433,-32.026,-48.46,-25.259,-26.195,-15.613,13.495,-24.965,0.259,-7.542,26.759,284.359,135.821,148.538,3.06,0.184,rel_S0I0_out_4_6_complex_0004,S0I0,6,0004
34,-416.502,8.0,2.0,520.262,227.854,293.32,0.536,90.896,-14.905,0.0,-791.006,152.463,-246.567,1.372,16.422,29.5,83.81,478.809,-33.735,-51.845,-22.583,-25.629,-17.013,11.592,-24.784,0.383,-7.586,26.759,267.188,130.664,136.524,2.78,0.356,rel_S0I0_out_4_6_complex_0005,S0I0,6,0005
35,-402.472,2.0,0.0,308.454,136.145,173.829,0.358,41.712,-5.728,0.0,-786.869,157.215,-239.168,1.382,17.504,30.051,89.449,469.085,-31.933,-49.724,-24.312,-26.388,-16.657,14.518,-24.666,0.316,-10.895,26.759,406.365,176.934,229.583,1.425,0.434,rel_S0I0_out_4_6_complex_0006,S0I0,6,0006
36,-408.655,0.0,1.0,326.458,100.373,227.302,0.688,54.054,-9.622,0.0,-790.15,156.574,-246.194,1.391,17.446,30.054,87.997,479.721,-33.911,-50.572,-28.136,-26.681,-14.05,13.303,-24.53,0.283,-9.681,26.759,403.309,208.463,194.998,1.493,0.23,rel_S0I0_out_4_6_complex_0007,S0I0,6,0007
37,-406.505,0.0,1.0,172.931,43.986,130.01,0.73,27.27,-6.565,0.0,-777.651,153.896,-236.597,1.367,16.2,28.733,82.721,466.645,-33.027,-50.956,-26.116,-26.695,-15.659,11.755,-24.951,0.293,-8.907,26.759,496.553,223.993,272.712,5.394,0.291,rel_S0I0_out_4_6_complex_0008,S0I0,6,0008
38,-417.032,5.0,2.0,517.385,217.33,300.968,0.374,72.553,-13.264,0.0,-787.667,150.644,-245.034,1.387,17.043,29.597,82.522,475.217,-35.006,-50.024,-23.173,-25.656,-15.786,13.099,-25.323,0.294,-9.27,26.759,303.163,137.969,165.193,2.802,0.544,rel_S0I0_out_4_6_complex_0009,S0I0,6,0009
39,-418.127,7.0,2.0,542.006,186.966,356.105,0.477,82.303,-11.16,0.0,-790.762,151.888,-244.628,1.375,16.359,28.659,82.208,479.498,-29.903,-51.937,-29.097,-26.489,-16.187,12.687,-24.357,0.315,-7.267,26.759,277.383,135.809,141.575,2.53,0.223,rel_S0I0_out_4_6_complex_0010,S0I0,6,0010
40,-414.697,6.0,3.0,467.171,194.589,273.494,0.597,87.979,-12.37,0.0,-787.87,151.619,-243.608,1.377,17.218,27.655,82.47,478.248,-33.885,-50.543,-26.288,-25.703,-15.841,13.429,-25.249,0.289,-8.082,26.759,313.244,134.216,179.181,2.859,0.449,rel_S0I0_out_4_7_complex_0001,S0I0,7,0001
41,-419.536,6.0,4.0,451.563,199.107,252.456,0.68,90.033,-10.664,0.0,-791.314,150.1,-239.074,1.391,17.034,28.703,80.741,480.662,-36.94,-51.883,-23.18,-26.287,-16.99,12.082,-24.999,0.317,-8.594,26.759,297.454,111.379,186.988,1.559,0.377,rel_S0I0_out_4_7_complex_0002,S0I0,7,0002
42,-415.965,6.0,3.0,464.134,208.034,256.1,0.663,85.148,-10.162,0.0,-789.791,151.579,-233.882,1.378,17.24,28.62,82.409,476.59,-37.985,-50.889,-24.899,-25.56,-17.551,12.074,-25.12,0.319,-8.767,26.759,278.816,108.528,171.201,1.247,0.263,rel_S0I0_out_4_7_complex_0003,S0I0,7,0003
43,-418.686,5.0,3.0,471.831,195.33,277.566,0.606,88.285,-12.33,0.0,-788.0,150.225,-237.99,1.367,16.557,28.6,79.607,478.391,-36.344,-51.82,-25.392,-26.105,-16.15,12.004,-25.373,0.291,-8.292,26.759,305.097,131.96,173.137,2.844,0.134,rel_S0I0_out_4_7_complex_0004,S0I0,7,0004
44,-412.909,5.0,4.0,453.283,193.147,260.136,0.692,90.77,-11.472,0.0,-796.62,155.439,-239.105,1.39,17.643,28.262,84.402,483.713,-36.437,-50.275,-28.146,-26.171,-16.572,13.509,-24.775,0.347,-8.188,26.759,290.943,114.685,177.17,1.612,0.304,rel_S0I0_out_4_7_complex_0005,S0I0,7,0005
45,-405.3,4.0,2.0,369.849,193.628,177.286,0.611,64.202,-7.334,0.0,-791.561,154.78,-237.947,1.386,17.206,29.883,89.079,474.428,-32.982,-50.287,-24.856,-26.017,-15.766,12.665,-24.636,0.318,-9.532,26.759,349.639,145.438,204.353,1.512,0.269,rel_S0I0_out_4_7_complex_0006,S0I0,7,0006
46,-417.816,5.0,3.0,452.002,196.543,255.459,0.702,90.286,-10.629,0.0,-799.846,152.304,-235.652,1.395,17.254,28.795,83.582,484.375,-39.375,-51.73,-24.572,-26.15,-17.28,12.855,-24.67,0.317,-8.062,26.759,296.829,113.918,183.823,1.652,0.234,rel_S0I0_out_4_7_complex_0007,S0I0,7,0007
47,-419.602,5.0,4.0,454.608,202.542,252.066,0.705,90.655,-10.582,0.0,-795.226,153.909,-243.173,1.384,16.648,28.209,81.89,483.549,-37.374,-51.081,-27.21,-26.065,-15.672,13.191,-24.682,0.298,-6.852,26.759,280.181,121.187,160.514,1.485,0.409,rel_S0I0_out_4_7_complex_0008,S0I0,7,0008
48,-419.471,5.0,3.0,467.942,195.33,273.677,0.613,88.523,-12.111,0.0,-786.535,148.869,-238.966,1.363,16.564,28.435,79.606,479.816,-34.454,-51.725,-27.087,-26.494,-17.2,11.634,-25.275,0.276,-8.068,26.759,304.816,130.168,174.648,2.843,0.169,rel_S0I0_out_4_7_complex_0009,S0I0,7,0009
49,-416.626,6.0,3.0,458.931,203.177,255.755,0.673,86.581,-10.405,0.0,-789.423,152.018,-239.112,1.376,17.007,27.714,83.925,475.692,-33.921,-50.583,-27.396,-26.688,-15.388,12.384,-25.619,0.302,-7.793,26.759,289.642,104.944,185.61,1.792,0.328,rel_S0I0_out_4_7_complex_0010,S0I0,7,0010
50,-382.077,0.0,1.0,219.254,66.57,153.596,0.581,29.75,-5.866,0.0,-782.251,149.634,-239.384,1.378,16.469,28.352,105.22,470.247,-32.115,-51.358,-24.902,-26.141,-12.861,13.058,-25.096,0.331,-7.919,26.759,485.811,204.558,281.253,8.043,0.459,rel_S0I0_out_4_9_complex_0001,S0I0,9,0001
51,-414.032,6.0,3.0,451.921,183.584,268.336,0.613,68.115,-5.667,0.0,-786.912,152.429,-234.431,1.366,16.093,29.266,79.915,476.006,-34.447,-51.799,-27.346,-26.804,-16.43,12.734,-25.312,0.31,-7.957,26.759,326.801,125.467,201.943,2.277,0.251,rel_S0I0_out_4_9_complex_0002,S0I0,9,0002
52,-393.763,3.0,1.0,314.412,132.093,182.926,0.23,38.966,-6.757,0.0,-786.938,151.455,-233.437,1.382,17.142,30.06,89.042,470.223,-31.421,-50.116,-22.735,-26.456,-15.887,13.428,-24.906,0.3,-9.971,26.759,399.473,157.9,241.572,7.888,0.426,rel_S0I0_out_4_9_complex_0003,S0I0,9,0003
53,-413.072,6.0,3.0,399.589,140.948,258.641,0.65,61.95,-6.219,0.0,-781.24,150.244,-236.737,1.359,16.096,28.476,82.926,470.244,-30.73,-50.081,-29.203,-26.761,-15.551,11.714,-25.89,0.307,-8.009,26.759,343.289,141.869,202.332,2.666,0.339,rel_S0I0_out_4_9_complex_0004,S0I0,9,0004
54,-415.149,6.0,2.0,408.512,170.754,237.91,0.668,63.988,-4.937,0.0,-784.51,152.936,-235.058,1.364,16.14,28.898,80.24,474.0,-34.553,-51.748,-26.316,-26.99,-17.212,12.389,-25.203,0.316,-8.805,26.759,329.581,119.41,210.931,2.011,0.192,rel_S0I0_out_4_9_complex_0005,S0I0,9,0005
55,-412.72,2.0,1.0,295.506,95.176,201.242,0.179,28.451,-5.819,0.0,-777.062,150.135,-238.689,1.364,16.246,28.645,82.777,463.904,-31.851,-50.978,-24.612,-26.616,-14.133,11.484,-25.053,0.296,-8.785,26.759,443.971,195.704,248.267,2.978,0.47,rel_S0I0_out_4_9_complex_0006,S0I0,9,0006
56,-407.836,6.0,2.0,422.251,182.562,239.841,0.592,63.44,-5.185,0.0,-789.234,157.956,-236.144,1.366,16.253,28.868,82.928,476.402,-32.457,-50.739,-25.506,-26.989,-18.849,12.332,-24.692,0.37,-9.254,26.759,355.286,127.306,228.892,2.387,0.406,rel_S0I0_out_4_9_complex_0007,S0I0,9,0007
57,-418.842,8.0,5.0,402.623,179.444,223.179,0.718,70.283,-10.781,0.0,-786.82,153.42,-238.188,1.371,16.123,28.911,80.972,472.203,-32.117,-51.771,-30.026,-26.685,-14.947,12.589,-25.292,0.308,-8.776,26.759,357.422,138.381,219.497,2.948,0.176,rel_S0I0_out_4_9_complex_0008,S0I0,9,0008
58,-410.65,6.0,3.0,428.262,165.932,262.33,0.636,68.214,-5.863,0.0,-781.739,151.647,-236.273,1.368,16.428,28.467,82.592,471.826,-30.969,-50.102,-29.237,-26.757,-15.455,12.066,-25.894,0.288,-8.051,26.759,328.924,123.903,205.629,2.126,0.259,rel_S0I0_out_4_9_complex_0009,S0I0,9,0009
59,-414.753,5.0,1.0,413.346,203.629,209.717,0.514,59.307,-6.416,0.0,-787.583,148.83,-234.319,1.368,16.612,28.723,82.132,473.465,-32.722,-51.471,-26.084,-26.344,-16.773,13.158,-25.143,0.336,-7.5,26.759,374.729,118.792,257.61,1.643,0.162,rel_S0I0_out_4_9_complex_0010,S0I0,9,0010
60,-415.882,6.0,3.0,451.691,232.826,219.016,0.662,80.396,-9.399,0.0,-788.209,150.763,-239.361,1.366,16.323,27.408,83.711,476.244,-33.597,-49.972,-27.614,-26.226,-12.553,11.934,-25.105,0.258,-8.531,26.759,301.386,102.682,198.704,0.261,0.258,rel_S0G0_out_1_complex_0001,S0G0,1,0001
61,-420.142,6.0,3.0,534.703,275.293,259.562,0.437,84.376,-10.261,0.0,-786.08,151.597,-239.096,1.353,15.874,27.797,80.447,476.769,-31.296,-51.938,-30.146,-26.378,-15.94,12.663,-25.172,0.319,-9.394,26.759,283.765,95.536,188.229,1.483,0.239,rel_S0G0_out_1_complex_0002,S0G0,1,0002
62,-412.84,4.0,3.0,368.86,165.297,203.715,0.589,63.572,-9.876,0.0,-790.412,152.033,-244.145,1.376,16.582,28.937,85.192,481.01,-32.947,-51.028,-25.464,-26.438,-15.332,12.991,-24.841,0.327,-10.373,26.759,358.058,140.43,217.628,2.746,0.188,rel_S0G0_out_1_complex_0003,S0G0,1,0003
63,-408.516,4.0,3.0,369.092,172.497,196.747,0.528,59.333,-10.21,0.0,-792.889,153.345,-240.911,1.413,18.284,30.115,87.525,481.461,-33.926,-50.294,-25.691,-26.943,-17.507,10.604,-23.77,0.335,-9.495,26.759,346.044,129.384,216.66,2.799,0.269,rel_S0G0_out_1_complex_0004,S0G0,1,0004
64,-415.913,7.0,3.0,430.057,227.177,203.032,0.61,77.948,-11.52,0.0,-791.801,152.891,-237.767,1.375,16.393,28.086,82.61,477.33,-32.834,-50.333,-25.403,-26.343,-15.467,12.034,-24.495,0.281,-9.752,26.759,300.555,109.956,190.599,0.49,0.033,rel_S0G0_out_1_complex_0005,S0G0,1,0005
65,-410.336,4.0,3.0,374.1,173.009,201.243,0.571,61.62,-10.134,0.0,-791.054,152.229,-244.566,1.381,16.986,28.812,86.947,482.1,-32.478,-49.297,-27.234,-26.673,-14.18,12.745,-25.275,0.291,-10.874,26.759,351.663,134.767,216.896,2.779,0.267,rel_S0G0_out_1_complex_0006,S0G0,1,0006
66,-413.23,7.0,3.0,448.73,236.916,211.966,0.586,75.12,-12.166,0.0,-793.966,153.159,-237.924,1.374,16.657,28.376,83.161,476.905,-33.223,-49.686,-23.608,-26.297,-15.393,14.808,-24.68,0.306,-10.588,26.759,306.807,112.186,194.62,0.475,0.155,rel_S0G0_out_1_complex_0007,S0G0,1,0007
67,-413.636,6.0,2.0,456.53,229.734,226.948,0.317,58.723,-7.952,0.0,-793.635,158.692,-239.668,1.356,15.779,27.707,82.944,478.877,-32.29,-50.576,-24.745,-26.498,-18.117,11.968,-24.513,0.313,-8.742,26.759,306.181,100.949,205.232,0.371,0.382,rel_S0G0_out_1_complex_0008,S0G0,1,0008
68,-413.53,7.0,3.0,446.024,235.369,210.807,0.581,76.625,-11.761,0.0,-787.107,153.354,-240.357,1.369,16.541,27.61,84.039,474.48,-34.544,-49.978,-26.271,-25.87,-13.952,13.881,-24.742,0.28,-9.674,26.759,298.71,104.499,194.211,0.474,0.178,rel_S0G0_out_1_complex_0009,S0G0,1,0009
69,-420.361,7.0,3.0,440.377,235.891,204.638,0.608,78.395,-11.966,0.0,-791.168,153.492,-240.236,1.363,16.17,27.759,81.806,479.326,-35.524,-51.246,-25.67,-26.37,-15.796,11.331,-24.594,0.289,-8.679,26.759,301.571,110.649,190.922,0.48,0.147,rel_S0G0_out_1_complex_0010,S0G0,1,0010
70,-418.082,5.0,2.0,506.037,253.139,253.05,0.758,96.8,-6.95,0.0,-798.097,153.325,-236.906,1.369,16.285,28.234,83.106,485.293,-34.012,-53.764,-26.792,-26.012,-17.282,12.552,-24.625,0.295,-8.384,26.759,281.139,65.666,215.473,0.346,0.228,rel_S0G0_out_2_complex_0001,S0G0,2,0001
71,-413.237,5.0,2.0,410.61,223.078,187.684,0.468,51.327,-7.41,0.0,-786.3,155.213,-237.063,1.373,16.592,28.083,85.037,469.081,-29.553,-49.501,-28.332,-26.211,-15.505,12.108,-25.21,0.284,-10.464,26.759,357.0,94.984,262.016,0.032,0.339,rel_S0G0_out_2_complex_0002,S0G0,2,0002
72,-416.007,5.0,1.0,487.984,242.113,246.023,0.751,94.708,-5.598,0.0,-792.293,151.376,-233.51,1.361,16.059,28.276,81.623,480.372,-34.488,-53.898,-24.485,-26.013,-16.872,12.69,-25.158,0.319,-8.747,26.759,279.412,73.355,206.056,0.398,0.224,rel_S0G0_out_2_complex_0003,S0G0,2,0003
73,-411.839,7.0,3.0,420.834,173.309,247.677,0.439,73.613,-5.817,0.0,-787.9,152.561,-237.745,1.357,16.009,28.574,84.467,479.276,-33.71,-52.491,-28.116,-26.775,-15.644,12.384,-25.105,0.281,-9.021,26.759,347.137,156.563,190.574,2.765,0.237,rel_S0G0_out_2_complex_0004,S0G0,2,0004
74,-409.292,7.0,3.0,422.375,172.227,250.452,0.444,73.985,-5.585,0.0,-791.856,154.076,-241.894,1.363,16.311,28.741,84.883,482.528,-31.671,-52.653,-26.887,-26.322,-17.33,13.384,-24.696,0.295,-7.302,26.759,342.208,154.513,187.695,2.767,0.211,rel_S0G0_out_2_complex_0005,S0G0,2,0005
75,-410.33,5.0,2.0,513.06,258.262,254.95,0.76,99.136,-6.443,0.0,-796.892,151.016,-239.964,1.377,16.689,27.854,87.276,484.657,-33.043,-52.349,-24.939,-26.085,-15.375,13.544,-24.841,0.314,-7.137,26.759,285.362,70.534,214.828,0.33,0.48,rel_S0G0_out_2_complex_0006,S0G0,2,0006
76,-407.002,6.0,0.0,432.033,186.783,245.25,0.433,64.886,-6.133,0.0,-791.956,155.208,-237.995,1.365,16.629,28.307,87.421,478.663,-32.494,-52.398,-25.407,-26.61,-16.089,13.465,-25.075,0.286,-10.234,26.759,343.584,135.795,207.789,2.786,0.367,rel_S0G0_out_2_complex_0007,S0G0,2,0007
77,-415.123,5.0,2.0,433.796,231.942,202.007,0.655,73.162,-8.307,0.0,-789.829,153.266,-235.348,1.344,15.6,27.07,82.038,480.107,-33.723,-51.928,-27.001,-25.987,-16.559,11.499,-25.319,0.3,-7.704,26.759,314.866,83.247,231.618,0.092,0.2,rel_S0G0_out_2_complex_0008,S0G0,2,0008
